episode,total_reward
215,66.43999783028266
216,69.94500433732173
217,92.21134735667148
218,69.21830928590498
219,70.22182540246285
220,92.28672240220476
221,70.22594703067443
222,80.7371860864223
223,66.00782609902672
224,68.41408204924664
225,70.66166354328743
226,70.96742996372632
227,88.12766567914514
228,92.23282662272686
229,70.36397859812132
230,71.68949904676265
231,66.09149402746698
232,58.828856439184165
233,70.63848641593358
234,55.65956603628001
235,70.9587300120329
236,67.77839785892866
237,62.41069350097678
238,65.21856232438586
239,66.74602780942223
240,68.53674039803445
241,44.60649341839599
242,68.0520576730778
243,81.01118627429241
244,72.16931594477501
245,67.15044165946892
246,67.6214353692194
247,92.40164630569052
248,55.2758018670138
249,72.17030535839149
250,54.27164381076
251,65.90361361842952
252,92.69350831166958
253,67.50920950699947
254,65.07402651649318
255,68.97316017639241
256,92.50621453669736
257,68.87146905515692
258,32.10086377229891
259,87.25434566434706
260,67.27655373778543
261,92.7087972691952
262,91.06035747681744
263,69.26410015166039
264,62.04679130841396
265,-542.3550117984414
266,89.61063311586622
267,70.74112904106732
268,69.47949248657096
269,69.3179339178314
270,66.08979040649137
271,68.11720771793625
272,69.31978980096756
273,89.69326262630057
274,68.33801976856194
275,66.17359254401526
276,69.01441085417173
277,90.97053531568965
278,69.31647173292004
279,66.67427005511126
280,67.40901545234374
281,66.92318224240444
282,66.49530335291638
283,68.13589410562417
284,69.75345905296854
285,65.12838094201288
286,64.78022021971992
287,63.3398815364053
288,66.37550582442782
289,92.9606408028485
290,67.9577839289268
291,68.49536211960367
292,68.19391484450898
293,86.42098613412236
294,65.18010211276123
295,91.11850819509709
296,67.24202051278553
297,91.98628463283967
298,54.35172068304382
299,92.46935353067238
