episode,absolute error
1035,11399.979403347574
1036,10998.18124460404
1037,12310.795846072851
1038,10452.668940674404
1039,10797.691061454823
1040,11702.81688963432
1041,9940.232720989725
1042,11005.47161754482
1043,10154.847373028972
1044,17775.235537739223
1045,10753.883916385414
1046,11053.144647438528
1047,11659.535810887775
1048,14314.203593474993
1049,10341.32352298578
1050,10477.226737043862
1051,10904.47667965094
1052,9250.013654372238
1053,10577.073528564935
1054,11150.282324461585
1055,7570.093918947544
1056,10255.538285967374
1057,11907.329456079147
1058,10050.633054275771
1059,10962.38094093425
1060,10888.761692814433
1061,14920.089776569215
1062,10513.027861406852
1063,10988.959635743944
1064,10442.170035198224
1065,12913.15485488958
1066,11006.18320998369
1067,11181.765607602243
1068,11286.394885676063
1069,10505.044973770277
1070,12043.431425083922
1071,10966.20134209775
1072,9551.68793463886
1073,10713.3943083717
1074,11647.343013794038
1075,10542.931931186133
1076,12587.98413953386
1077,8353.452482905392
1078,11070.332769384517
1079,9274.77620233634
1080,11462.017202648149
1081,10574.760430686469
1082,11375.675231462112
1083,12403.914910869082
1084,10224.899287069184
1085,12509.39480411677
1086,11141.737448364682
1087,9156.179239113077
1088,10415.629648934782
1089,11285.66144259166
1090,14934.704978810318
1091,11634.586053417292
1092,9274.906513077069
1093,12152.129809630387
1094,15046.41046973019
1095,18167.825472042485
1096,10541.164573919772
1097,9441.36647214358
1098,15891.459048274375
1099,12801.838766697312
1100,9890.520111784755
1101,9449.945620168524
1102,11528.319076055534
1103,11354.8995336176
1104,8806.529156904628
1105,12338.332110102416
1106,11441.131840174015
1107,10445.316832205155
1108,11517.75776337927
1109,11718.079092578557
1110,10564.325238839385
1111,10906.696764538245
1112,9796.839691289755
1113,11189.076725775229
1114,13621.465288877183
1115,8598.7295279811
1116,12166.356254777324
1117,13825.32846662691
1118,12599.7906539396
1119,10704.224730708618
1120,11942.626058521477
1121,11159.740531842828
1122,12059.882570599508
1123,10773.090134961216
1124,12126.859964127068
1125,11509.02978257658
1126,11981.232052395664
1127,9370.342173243009
1128,10813.228827683404
1129,11859.786919686558
1130,12471.336196674854
1131,9650.301507942228
1132,11240.37587152355
1133,11364.22272568765
1134,10166.619373897174
1135,10939.954232240494
1136,10457.409372903638
1137,10048.292897804024
1138,10282.65511454074
1139,13095.272731596997
1140,10539.675850480064
1141,10411.044765236884
1142,10980.461275889224
1143,10480.396932666989
1144,10590.997137268208
1145,11569.350056803509
1146,15725.64989921055
1147,10480.966520158398
1148,12401.04666215347
1149,10905.908972988302
1150,12078.37828755622
1151,10808.50389173314
1152,10402.215044761548
1153,11392.630274848956
1154,15069.127943311338
1155,9617.287260181643
1156,10483.218915313664
1157,9480.08873821042
1158,9886.03538960168
1159,9803.878913313947
1160,10717.391019681983
1161,10836.129674803493
1162,10709.947482568885
1163,8188.434965903383
1164,11046.906135943202
1165,10838.473170672229
1166,9340.202613327056
1167,9064.11139807664
1168,10579.239091808891
1169,10940.22258136051
1170,8821.819163675702
1171,12518.030030016957
1172,13333.791035892062
1173,11370.56296115159
1174,10940.51325830006
1175,10310.62721446305
1176,10631.730425697891
1177,12123.201795497684
1178,12668.251273146398
1179,11407.735995226863
1180,10468.106798750128
1181,13787.603760916
1182,10118.249958655124
1183,13757.595774882311
1184,11437.844243787693
1185,11290.425737574124
1186,11685.516663121392
1187,10070.590711847795
1188,10168.84358843681
1189,10473.898289196177
1190,10945.291100268489
1191,11219.689111843069
1192,9692.442020610437
1193,11009.42500231353
1194,14109.126145821378
1195,8505.79604471511
1196,11168.825719361312
1197,11434.371513417454
1198,10740.9538645235
1199,7358.84270227778
1200,7099.036918174781
1201,12049.023668304062
1202,10458.249720438997
1203,10567.092314693557
1204,9608.246414753316
1205,9450.614411447636
1206,11173.645693734272
1207,12614.371913241988
1208,9376.944315078785
1209,10335.01892205062
1210,11413.968884654969
1211,10961.444314634897
1212,10459.656222833426
1213,9347.459196698082
1214,9797.414780776717
1215,10641.002305335283
1216,10602.819492374354
1217,10231.881100904113
1218,10646.46855489968
1219,10462.882680500054
1220,9615.082106084725
1221,8842.448130563185
1222,9951.444869136316
1223,8288.03155069711
1224,10663.906548957246
1225,9753.57754760145
1226,10349.90732989183
1227,9259.669383839984
1228,9259.996452934573
1229,11307.408450465726
1230,9386.755639115869
1231,11262.02234968724
1232,10575.931702155449
1233,10071.07135360922
1234,13698.94246986404
1235,9635.65147073474
1236,12076.813753940867
1237,10962.52633968306
1238,13126.142751210667
1239,10819.074093536288
1240,10491.73332170124
1241,11228.13322525814
1242,10718.346497006369
1243,10237.569525825678
1244,10243.498690894825
1245,10238.639834310345
1246,10732.036233680952
1247,10803.580779541988
1248,10785.93919720288
1249,12289.852788267175
1250,9053.368924795366
1251,8898.914072543143
1252,8954.200166274572
1253,10690.293861191676
1254,11310.445890088811
1255,10785.8630531406
1256,10483.850947397266
1257,10483.989542929594
1258,10877.885658813
1259,10502.666117837543
1260,9335.475678863117
1261,10443.531456659568
1262,10385.70324644075
1263,10114.26193404199
1264,12016.536045559447
1265,11134.56913022734
1266,8905.642342366613
1267,10571.22574484147
1268,10367.325808401292
1269,10492.598928076406
1270,11110.628107057926
1271,11359.898505116233
1272,10127.173636275347
1273,10294.182022692174
1274,11026.17380514181
1275,11353.847260364111
1276,11232.19740647888
1277,9381.145983135855
1278,11300.25992817588
1279,10678.92191713567
1280,10403.34283698547
1281,10888.64867930106
1282,9532.504298647296
1283,11058.433494073011
1284,11189.29847835466
1285,9542.821646456245
1286,9252.008610832883
1287,12721.690019373407
1288,11391.9147623229
1289,9534.278302241475
1290,11094.035559611832
1291,10566.774959311368
1292,10891.24939998328
1293,10812.936208573728
1294,9808.26213852734
1295,12171.416407361416
1296,10425.555097646557
1297,11397.583112064993
1298,9386.30281484332
1299,9098.688057533976
1300,11135.381025217364
1301,10659.41806886266
1302,10670.81534503413
1303,8779.605826951221
1304,9367.130368947466
1305,10219.612583221488
1306,11405.74966978605
1307,10172.486558804398
1308,10829.69607481574
1309,9561.30179604179
1310,11203.89592325202
1311,9500.43516347289
1312,10972.628853596923
1313,10062.696790694084
1314,10596.666925698755
1315,9356.139779276124
1316,9371.34798698814
1317,9148.10984100716
1318,10647.039083529624
1319,9729.389081163965
1320,9551.2879218827
1321,9627.89718932843
1322,10264.269684635172
1323,11155.926111707944
1324,9958.635337837744
1325,8495.8046273332
1326,10847.369991397498
1327,8928.681549290612
1328,10850.86442017284
1329,12905.044383119875
1330,10601.202833831076
1331,10309.074324128287
1332,10300.222990244914
1333,11731.361905883525
1334,9263.37783848443
1335,13325.48518098603
1336,11442.082922382826
1337,7814.726796029001
1338,14305.406554274688
1339,13317.055950808775
1340,9074.541091339292
1341,10454.6328626318
1342,11162.204566243285
1343,15439.605340236052
1344,12144.535592944529
1345,9638.9915391131
1346,10765.269196935624
1347,13709.306281667466
1348,10350.606759900971
1349,9813.058358989469
1350,10490.737646607227
1351,11038.972128606234
1352,10204.302689698554
1353,14836.874775499682
1354,15361.820981050738
1355,10248.543181239607
1356,10170.037885922087
1357,11013.786324740608
