episode,total_reward
206,-38.445090734399855
207,8.005176113918424
208,-228.3881544731557
209,-66.20036144275218
210,-5.338951215147972
211,-151.29436589125544
212,19.383432304719463
213,-36.11414473224431
214,-95.47897737417952
215,3.5083835320547223
216,-2.541466421214864
217,2.850248154252768
218,-42.43477726727724
219,-111.33626115776131
220,-9.115960605442524
221,-56.34939491329715
222,-49.4442247338593
223,-99.23562899359968
224,5.868663198663853
225,-163.05482279881835
226,3.828055448830128
227,-223.09915385008208
228,58.34685790445656
229,-83.61521938629448
230,-46.88321517012082
231,-1.0838382737711072
232,6.268386827548966
233,-50.14422992763866
234,-59.03947174386121
235,-64.81586842727847
236,1.7079555834643545
237,-26.671676501398903
238,-11.109040931332856
239,-24.92220167128835
240,-29.48343888402451
241,9.223675636574626
242,-20.06601938797393
243,-34.73611784138484
244,-48.52244102349505
245,-55.52557178214192
246,-26.168396517634392
247,-11.666093315463511
248,-38.15701682050712
249,-4.914667582605034
250,-3.870016491273418
251,10.529587015043944
252,0.0612265399540774
253,11.686868341639638
254,-30.029952729819342
255,-16.322328683687374
256,-16.40790306753479
257,-83.84860144276172
258,7.430880667176098
259,-34.803231787489494
260,7.313507277518511
261,-32.635228397208266
262,-51.81997024966404
263,-36.50617397553288
264,-22.37502502043208
265,-28.905874873977154
266,-42.6993504089769
267,-24.80778581109189
268,-14.348103063297458
269,-30.700395654072054
270,-6.463279190706089
271,-50.643455840385286
272,-43.732034519081935
273,-19.51485237502493
274,-54.80051276599988
275,-23.94288437528303
276,7.096013295929879
277,-37.39884886844084
278,47.1494118347764
279,-50.12380312941968
280,-32.31959241628647
281,-62.58021668205038
282,-7.27778494823724
283,-9.51101260795258
284,-23.745307156816125
285,8.504936702549458
286,1.3986454068217429
287,-34.74345444771461
288,-49.36663647601381
289,-20.2432362997788
290,-27.97378477046732
291,-75.05937895178795
292,-81.94891478255886
293,-30.259565139363986
294,-35.584139998303726
295,-26.35324399662204
296,-187.63605315983293
297,-35.32599812239641
298,-41.05650894527207
299,-5.312848784495145
300,3.944425530382432
301,-69.01500031468458
302,-2.656632277648896
303,-14.40996434923727
304,-33.82893934007734
305,-4.248171536484733
306,-10.586197555239778
307,-34.565127150621265
308,-30.05030350666493
309,0.7090563615784049
310,-74.82619401905686
311,-106.08433519676328
312,-28.60830850014463
313,3.999021937139332
314,-1.6243269508704543
315,-35.87333879817743
316,25.69184734369628
317,-2.5967541057616472
318,-49.93791005272942
319,-1.0502899220318795
320,-125.71253291657194
321,-67.30563986388734
322,-50.54324224370066
323,-57.938846428412944
324,-5.167384437052533
325,-69.71208253875375
326,-84.7338865797501
327,6.893502807477489
328,-36.99679046397796
329,-50.82162130184588
330,-32.161407311679795
331,-24.562191596720368
332,-35.92398789214349
333,-64.0438696098281
334,-23.730960035696626
335,-75.7815332240425
336,-6.694519373122603
337,52.87007171078585
338,20.80333521377179
339,24.756607272371184
340,-10.751194205622596
341,28.43529296646102
342,14.563992388895713
343,44.89943953149486
344,-9.299353804439306
345,-24.3926499504596
346,-5.536552427511197
347,-312.4775377307087
348,27.68048746221757
349,-26.20651078689844
350,275.5369945685726
351,-54.0897570475936
352,-85.7317935214378
353,100.08326405599269
354,35.53539877775043
355,246.34608658711247
356,265.7702029570336
357,25.66926550201606
358,-128.19292912405217
359,239.18628451775447
360,31.48053348278336
361,31.20099873887375
362,225.08619394709444
363,2.2270270434270856
364,36.62942092283629
365,-62.63163441047072
366,24.075680828886107
367,5.574764716438949
368,44.177970384313085
369,-7.485882204025984
370,23.064748084754683
371,114.31815035482538
372,65.28182627703063
373,0.3958677526097744
374,26.604356563737383
375,37.07738576456904
376,40.86841712231399
377,-8.168225577416933
378,33.058910524778184
379,-5.490846867445725
380,-31.996673139103223
381,-18.525299765984528
382,1.3648234212450916
383,15.592072464176454
384,-28.745308310724795
385,5.60005833953619
386,-27.64342598535586
387,-29.061314484337345
388,230.60127560864888
389,14.29677329189144
390,-53.37224211264402
391,-5.933625819394365
392,-20.10536027140916
393,-6.174920776975341
394,26.448215492992745
395,187.70757907996207
396,-19.545718765890346
397,166.95399863744387
398,29.47069089161232
399,178.54846880367927
400,197.66410264183747
401,29.246407356113195
402,-10.632587258471176
403,14.45739110885188
404,-7.177798509132117
405,-25.98301093908958
406,27.30123090791676
407,-7.327726419549435
408,-4.86151075642556
409,-28.99782550672535
410,213.0685278023593
411,-36.67408653779421
412,9.111782248597592
413,-29.896936844481388
414,-18.918078249203973
415,29.338278073861147
416,-24.34043519140687
417,202.30623394978824
418,190.42370443192715
419,241.27625756956743
420,210.6436849600093
421,207.359571979614
422,-188.6609425591305
423,234.2119731346257
424,-12.412462115520611
425,-27.58453717059456
426,243.97690889526547
427,14.508614841324745
428,17.73321636185574
429,0.4357563650328302
430,-11.551494255661964
431,212.3172033999517
432,58.75905502772434
433,232.5617338923421
434,205.92929223331373
435,-11.182715688832104
436,282.9206891950669
437,21.19033236731775
438,179.4296197261346
439,217.3121215266116
440,4.612299257423729
441,5.752219841873739
442,275.3018602045431
443,31.08328068035189
444,234.2108668977219
445,233.97238663224465
446,-23.55230361514259
447,30.988728135824203
448,245.4444390160893
449,17.44758161343634
450,174.51409012876272
451,-81.90010669082403
452,-4.837698802351952
453,256.687231639082
454,38.34839926660061
455,-21.32672512790305
456,243.8065698382937
457,62.77930410920089
458,-8.896242228802294
459,164.18361291793323
460,211.814928520982
461,247.10951451773872
462,35.387447033193894
463,41.5310492452536
464,48.49054475282901
465,198.50498535910523
466,242.9001010553206
467,1.3019193184009057
468,105.75030152300997
469,266.8296927531009
470,194.85430719294777
471,-26.847703530685976
472,-17.461659922555555
473,-7.384362871613121
474,23.45940422872081
475,180.94537641499488
476,-22.12156114191748
477,216.61085692550887
478,148.17009783966932
479,-12.976750189205632
480,158.84676310985168
481,211.02249979013203
482,224.3194566470632
483,234.5623316480396
484,225.98485862642
485,188.91527394766672
486,5.073666482931003
487,6.385748555870123
488,217.78595368166987
489,58.50044537283247
490,33.99141633976251
491,205.4618071495621
492,233.06728562538683
493,174.1853391425669
494,168.55992543272097
495,240.7611553411701
496,34.64132624864578
497,286.8387804189697
498,196.56749679835224
499,189.1333326118464
500,218.63658270956364
501,218.29622966262968
502,245.86581158228068
503,242.6335107420918
504,199.4561068005068
505,-8.127224501688033
506,239.10698503745584
507,211.62517087112687
508,231.9749523020796
509,-2.07520833122544
510,267.86273880379025
511,-30.762094510835595
512,229.6776104578929
513,-29.230192792136226
514,174.08627932488764
515,-4.346937667578459
516,193.57059067885945
517,101.43997319607342
518,244.84297615269625
519,283.8470739821205
520,168.3534225233298
521,-14.264808297040872
522,-23.344574137037853
523,-46.84082065254916
524,49.71199254691601
525,302.95938789894774
526,-444.9545282660984
527,-4.71029591280967
528,174.42962921164587
529,244.83968251626493
530,21.34529161318505
531,169.57083865193266
532,-56.77247231238289
533,2.671769102686085
534,18.033038005636627
535,254.0542987521585
536,234.2929264653422
537,283.8874888296552
538,228.878001867214
539,328.2626626900602
540,284.94817404437345
541,81.44822794292122
542,285.07639897003844
543,127.82481845667456
544,183.5716558148413
545,236.4732704410084
546,224.15396969777296
547,236.59044911624488
548,258.2222816671319
549,13.513969331979752
550,57.87626093480336
551,125.26790830713448
552,276.3299118059804
553,-24.802381628658623
554,261.59423444295635
555,225.9460355620219
556,18.67230225354433
557,231.9122348327939
558,206.52590477108484
559,63.8746620118618
560,260.882823587074
561,238.4301917548812
562,279.34665262726537
563,48.46585056185722
564,247.61833838294405
565,52.42022926360369
566,236.344830422736
567,-9.261001233011484
568,91.6995209106244
569,252.5890228017946
570,229.6420250531484
571,311.9622456898271
572,3.313257113099098
573,240.00518343940428
574,-2.7010259479284286
575,16.820202354341745
576,-126.64267008495516
577,167.36941564109532
578,247.4650183105805
579,233.37946282996563
580,62.84573308099061
581,298.07403290188495
582,232.3699999872479
583,238.4782056735565
584,45.29784262306157
585,254.9178285938202
586,213.25500589312287
587,16.181222209706903
588,194.56953021295595
589,46.64094206690788
590,148.02399849292124
591,258.20859525899965
592,242.14822334800763
593,288.29379915961863
594,310.58056294609275
595,293.9433517512631
596,251.51513195757784
597,281.25421041712804
598,263.61007031047103
599,296.7807378973299
600,257.3977012778147
601,206.120036288807
602,283.53854603545267
603,265.45943166715017
604,297.2325527794634
605,5.511565059423447
606,293.33923835301147
607,271.59750500681264
608,48.23875417932868
609,271.87886882486055
610,236.2016236567869
611,256.4670291247446
612,271.7255500776293
613,224.2165531569945
614,304.6776193205491
615,220.75191890459985
616,219.2714843156848
617,245.50803743959787
618,299.3995457596417
619,280.2348472161244
620,273.919335704064
621,252.79981127105475
622,160.86059569409156
623,230.44786815987737
624,215.3702247058505
625,256.3848453163216
626,315.2186879801107
627,237.6735240415437
628,3.921899318695069
629,275.69122156701604
630,230.7051110014803
631,259.7643170590222
632,211.5140599408187
633,197.2190121942266
634,-21.59543762577232
635,175.54245840478688
636,189.11592409247527
637,276.50593878074443
638,283.7085664723902
639,284.1509317460141
640,258.10825004206924
641,256.15019349965104
642,189.9936030856404
643,-23.337805220435257
644,295.4009205863289
645,274.3721649998787
646,270.02369337649134
647,241.96871300346004
648,-27.135786996223032
649,198.40910671665745
650,306.605362751745
651,235.2981681881938
652,191.0539366244216
653,185.9510693186894
654,263.7001363556574
655,-5.044064017012715
656,263.2333928440676
657,181.39107831395245
658,189.7916913801455
659,-74.05524095660076
660,137.34282404022713
661,254.6469742807793
662,225.2715856454929
663,-79.17722509801388
664,-38.32201323239133
665,237.22416899954885
666,209.76148546175568
667,298.31775048364267
668,23.08453525119694
669,-46.24797752848826
670,311.0482018073976
671,130.55195775046013
672,214.95820469180725
673,266.29482600137493
674,239.3738392945893
675,191.6211698246373
676,11.077783557586372
677,217.409434559097
678,-16.77842459495878
679,261.6721333661271
680,222.3059562173677
681,236.8221595576784
682,286.7608260791957
683,-30.30221701168921
684,2.0892391735396814
685,294.1278837278842
686,5.195608767098747
687,-17.99025049014017
688,-28.72658695424053
689,220.3543950549603
690,-22.922593260882422
691,224.3955050047232
692,276.5466015483031
693,157.6436105133586
694,281.0112766482416
695,-5.78974880988244
696,-4.980840079020709
697,-17.172465133247897
698,214.36254061292456
699,296.3482589364942
700,162.05571202311455
701,296.3319974398157
702,238.4731840393805
703,23.213200416429288
704,291.87385254870605
705,191.00191195045068
706,287.8718107768389
707,227.960786007193
708,-2.3852829239331186
709,-17.996838638093323
710,11.592094059102235
711,219.1502151539661
712,191.99792391225355
713,270.82077359689526
714,251.02635531378465
715,5.289970009500394
716,254.2982076518288
717,268.8160683596485
718,26.151263081701472
719,221.22752720004848
720,6.964467707206495
721,11.391573610002524
722,-4.558631306048483
723,0.7825197135098279
724,159.41493943841243
725,199.39474356341924
726,195.50933423498697
727,184.5695868401696
728,138.86857679890676
729,269.4308501845693
730,288.2415328753514
731,217.98889572258776
732,229.97311053853429
733,233.50561787739667
734,22.831508389441296
735,186.9893485768626
736,134.770604957519
737,15.014834586065264
738,239.40803658600345
739,217.19473150439543
740,191.6980998641036
741,171.322609866997
742,251.96934516009625
743,85.02720086079512
744,20.969850752677303
745,7.153756715124473
746,1.5836090890225023
747,180.41507916139824
748,224.5412350253997
749,8.010013030143455
750,158.83507951086705
751,0.3384304701467044
752,238.1952887396308
753,227.239955378408
754,0.0024088940117508
755,7.310999355046079
756,6.428281626664102
757,236.7783757403247
758,-27.20047611463815
759,205.6609055836995
760,252.71723534219217
761,233.91476414164373
762,19.983469158643857
763,234.6157850544675
764,202.6106325391035
765,162.04342696998123
766,141.75664478394685
767,232.0512455466433
768,-39.716369674541056
769,-2.6598278873134404
770,227.7613130425012
771,235.66197220797108
772,202.3634110677384
773,229.3629544433636
774,220.8250590725322
775,214.4067753354957
776,273.79894287531334
777,235.79074473376247
778,260.29357214223853
779,182.5643280178164
780,170.7883009474173
781,265.9474277176913
782,248.0982091349731
783,305.93142082860754
784,212.9568093847361
785,51.75110359862447
786,194.1605753947356
787,13.724544497206807
788,53.35223078541458
789,222.3650242971298
790,-389.7777131143957
791,216.96869063905547
792,241.02821476841007
793,288.75995675669725
794,45.74240190314595
795,239.44061759379383
796,10.370085729286076
797,259.03198559949533
798,214.58057594003537
799,266.3641377348278
800,192.8329634680273
801,293.5355524339413
802,217.8802484131893
803,291.0764090683445
804,248.68912330980407
805,209.4941935565772
806,241.1821953044976
807,257.1449353305046
808,302.87505033305786
809,45.68481501564384
810,223.5780055500827
811,307.3499613629672
812,270.81130113028166
813,297.3692908659996
814,254.13147434837765
815,254.2756157424301
816,233.2321948732148
817,246.55116469064103
818,268.18319212360785
819,54.268429066985846
820,228.99925731301056
821,250.1342135355478
822,268.4726995326422
823,274.574828450319
824,56.61931703425944
825,254.6872711033946
826,283.82679390613794
827,274.33645750616
828,239.29749263946005
829,25.33885671943426
830,275.9953977634587
831,289.1236748641566
832,287.7520132521548
833,275.1324526958409
834,256.5210282299053
835,278.7065583164741
836,258.840505758317
837,255.85990265182937
838,31.64408321212977
839,225.0846428035796
840,46.04515728820115
841,189.9547922528573
842,217.6713425989138
843,232.9500554621524
844,287.7755131418057
845,291.2488173791704
846,254.20694708549465
847,301.83798093690984
848,272.6595911199957
849,289.4663597462204
850,252.10875506910003
851,282.7711410613489
852,252.85407485625493
853,270.5098972695096
854,270.20155078195967
855,238.7961034913732
856,254.95684712886893
857,229.6872528245032
858,68.58268624171615
859,33.78882580809295
860,60.975030688304855
861,263.323140372181
862,294.264363232768
863,22.82811346417293
864,241.07768433084243
865,256.5049556081458
866,264.847469499829
867,282.68945253067966
868,249.74320889369903
869,296.70232110979737
870,240.9829881404363
871,275.6637252055418
872,284.9020219003823
873,241.98955097026192
874,257.9150198489916
875,54.69054976664484
876,271.5271801475388
877,294.39063913378385
878,53.96140765398741
879,284.5677964664708
880,217.28590160420225
881,3.555649353656918
882,269.5784117530561
883,271.58746451879387
884,278.2848937279433
885,69.70789853483438
886,262.53048379298986
887,46.13483713567257
888,246.65133489153828
889,250.6890915632356
890,246.8213617097759
891,7.980116212973371
892,249.0676987488524
893,264.68803226572743
894,68.72515854425728
895,285.9923203270884
896,28.97688350005774
897,278.88141069695183
898,235.1505956243664
899,260.9888497635634
900,290.50669119245987
901,37.84587848931551
902,118.36000102187973
903,239.07680678803345
904,247.29075362998992
905,270.5777150078211
906,212.1953675123093
907,163.40938973980155
908,63.09569691121578
909,72.43189480900764
910,225.14312555499785
911,44.57818560372107
912,218.45601732598152
913,19.48558523785323
914,274.8197684638171
915,243.5252724255381
916,228.4106019582598
917,32.74459537235089
918,249.06986494996383
919,209.01635129082
920,257.2333076478035
921,230.68059139407703
922,283.00695282597337
923,219.53025983011685
924,218.0772054712436
925,241.09985600335787
926,62.06823752447963
927,241.2957875064008
928,296.81068633857706
929,32.42444628663361
930,24.31039230618626
931,237.98343991757127
932,312.4986437059579
933,239.1682737067504
934,316.48420083378403
935,244.4120469003268
936,300.15433826409645
937,278.7215636853755
938,239.4469785684284
939,237.73689075233227
940,278.68628845796155
941,272.25032014897124
942,274.87746802273296
943,229.17298428417416
944,274.1921986152543
945,270.25370884407494
946,262.00193838449195
947,270.1782968827307
948,312.7195923571869
949,289.13989602814274
950,250.57958735163635
951,261.22422467841994
952,51.79539623484016
953,244.59730098903376
954,237.1998799387052
955,257.690925501252
956,271.90288671208344
957,267.81647950259514
958,248.67790963925185
959,270.0331680094989
960,258.20526393537875
961,275.8402023434026
962,259.676306954558
963,248.92897328432804
964,295.65600601205153
965,284.4919784594801
966,278.1343384052161
967,237.91293805181576
968,245.41905668978404
969,-6.210499929264188
970,223.09634203642463
971,22.67109389975667
972,243.63598236340528
973,252.1925375891767
974,240.760900564218
975,257.34302068390264
976,240.283807878766
977,239.9527558027612
978,284.5602165519879
979,236.7447972217342
980,241.76838868982296
981,239.3698015751964
982,276.2153744484368
983,256.7495705375223
984,278.15667978875706
985,266.78547521994915
986,232.99933868759447
987,230.38744843153185
988,272.10892376243646
989,248.0307470349574
990,207.9590760622552
991,286.6880188301085
992,231.99295054605625
993,274.547893677602
994,140.2270511550014
995,230.3894717664516
996,283.8910784817027
997,-11.522044494748116
998,240.03567850671035
999,272.0177221487468
1000,-0.7275379542261362
1001,265.7437963020988
1002,300.36799615032294
1003,217.71235600317647
1004,297.5584094155175
1005,298.5116302764636
1006,258.39906293043543
1007,288.3810773754161
1008,288.6930380622203
1009,234.22084652310463
1010,232.1379972933209
1011,253.63563583999144
1012,307.7760907367704
1013,-22.870060723274943
1014,237.97055340463208
1015,243.18358076349384
1016,249.9911976099704
1017,228.4654213921167
1018,274.4060434454127
1019,298.6275365730914
1020,263.24978832363445
1021,220.6849497591573
1022,233.8079699573978
1023,252.04671317801063
1024,272.5986179876068
1025,245.0922980144868
1026,243.07968177906383
1027,271.7101587785593
1028,280.2102027936894
1029,227.76751312407848
1030,236.5879617331027
1031,250.556901160446
1032,249.96324557524167
1033,273.94459287959967
1034,230.7454732029269
1035,236.1002852623898
1036,240.8030829268464
1037,233.74262558631565
1038,253.1970944020875
1039,241.9074861258404
1040,243.15982255012293
1041,273.9341788029956
1042,288.37647836530266
1043,278.59862121431007
1044,265.43932580002127
1045,303.57095003148294
1046,216.3953898345211
1047,283.64829930691604
1048,261.02487801530367
1049,226.63945057825185
1050,285.11560313395813
1051,255.0298543144505
1052,238.12492593505883
1053,254.1046463038044
1054,266.301782117768
1055,38.104008726775646
1056,298.0896983097728
1057,258.45257883658576
1058,280.1237880493385
1059,298.4054165771864
1060,211.4193992852437
1061,223.4451846524165
1062,296.51402379428214
1063,250.53305635872383
1064,259.071653075792
1065,209.68914968962872
1066,231.36489731988425
1067,248.20084423257333
1068,271.7302094685612
1069,319.34934442638763
1070,229.1194628301707
1071,279.65237860713546
1072,232.7224750376264
1073,256.47882908277285
1074,208.3862805769313
1075,280.01404296977
1076,178.92389228633857
1077,239.22710037726185
1078,273.1085149372987
1079,241.6349306895171
1080,258.0519047911439
1081,288.8552116960783
1082,267.9567022798718
1083,223.8034458506944
1084,281.671922630643
1085,224.1188674844797
1086,253.99452464979527
1087,271.5476303036557
1088,308.6757564337976
1089,258.7260082328148
1090,163.11587052734603
1091,264.3751959913981
1092,304.0955806308563
1093,203.2769225187889
1094,257.7020294426763
1095,255.10495428043063
1096,240.07276900268064
1097,21.895295179099776
1098,250.67801356433088
1099,258.3141863492557
1100,268.10165370416604
1101,267.4414771639055
1102,278.90134215691023
1103,255.473700725252
1104,290.0200087094315
1105,260.069998267056
1106,233.4197975211914
1107,287.1095615573846
1108,288.029654069452
1109,220.46874020127967
1110,218.0031956555964
1111,258.34448780364926
1112,279.5677126770765
1113,282.485929531866
1114,226.10126317689907
1115,-0.1268113463884219
1116,249.17659589084764
1117,133.64958574983615
1118,223.0150743241853
1119,292.71752346521777
1120,279.1105492995568
1121,274.4326207590715
1122,238.98156488105283
1123,265.43233891774776
1124,280.42772142812805
1125,252.83097946755552
1126,230.17460009566943
1127,279.9616284932286
1128,286.99552555631305
1129,199.56147013689343
1130,225.16995215250944
1131,277.0337520532447
1132,257.1563214405925
1133,240.3559263048544
1134,266.0921556212553
1135,272.4149773581074
1136,265.03146880244844
1137,290.3303524801257
1138,278.2486347674858
1139,292.4496069348147
1140,275.87993649909504
1141,288.0789825869172
1142,202.24228995466405
1143,304.2144544575408
1144,267.1190637827621
1145,248.7296899445768
1146,254.3930174150652
1147,281.8570355628415
1148,261.36807499307884
1149,246.0194401720781
1150,249.35973208559847
1151,240.4852102837931
1152,278.9545489583025
1153,295.2673607522942
1154,287.82050990815736
1155,293.73596164297646
1156,233.45452821172609
1157,285.2311479910277
1158,280.67380418643734
1159,221.5311074533965
1160,274.0124860382003
1161,235.20392143559445
1162,252.3499233738436
1163,63.47944543138146
1164,206.9247261301909
1165,282.11301286521075
1166,256.84780418783873
1167,268.4163355136487
1168,223.9230690259768
1169,249.1802101508736
1170,270.6291377063495
1171,261.55622912468255
1172,246.3179460752005
1173,264.48663326786294
1174,294.8191762826308
1175,276.1677682966307
1176,268.93075464391177
1177,208.73215566954167
1178,279.4267790318348
1179,269.38275363753394
1180,295.37795844655
1181,230.42551070843007
1182,212.47873144501608
1183,171.98552223220167
1184,250.758307131616
1185,245.1599269473976
1186,238.6857828513587
1187,264.8207392658033
1188,291.494803300521
1189,272.5446458273759
1190,223.8641144839487
1191,293.0566171368498
1192,260.3654288085472
1193,273.04409732824706
1194,280.86203226962334
1195,252.20458453991188
1196,264.89300499628604
1197,247.724409396306
1198,264.6038078027568
1199,62.98229457065463
1200,265.26433715899475
1201,223.891174957384
1202,294.48299551908656
1203,280.3222246245944
1204,250.3189718792728
1205,293.19379804786104
1206,265.0216339516786
1207,248.1419514719425
1208,299.4444403528314
1209,245.2864874768401
1210,292.6501226673124
1211,220.1139865489725
1212,232.14292236773625
1213,285.4812354863701
1214,273.5990882214392
1215,297.32517399810814
1216,261.1819446915982
1217,288.2671757267335
1218,248.70012318929807
1219,298.1009179983794
1220,248.6191801613088
1221,286.2011395621159
1222,274.3835952344816
1223,75.33312851656228
1224,262.2428354292953
1225,277.9767452767661
1226,271.4413141209792
1227,241.92513849338656
1228,247.548931409372
1229,227.2369373253585
1230,244.0430732488512
1231,259.352165871049
1232,266.8653681466652
1233,287.05718532792935
1234,221.87216660511632
1235,242.75768253467675
1236,285.627066608951
1237,256.5887214140048
1238,288.6438834199932
1239,257.4716739586904
1240,297.3513252939284
1241,203.04788470856784
1242,246.3583859425241
1243,249.44847393948228
1244,298.5490699053633
1245,34.78464234992862
1246,228.41521285274032
1247,182.1880362015302
1248,242.04633748108685
1249,242.3536261730601
1250,295.9975549997852
1251,282.86629284583046
1252,243.5154890658064
1253,277.26870488995195
1254,204.22961763696884
1255,265.2192617649597
1256,293.838632421176
1257,255.77667575215256
1258,258.250370447505
1259,265.2974331006011
1260,257.95330500808353
1261,255.21347734345443
1262,284.7654213251401
1263,304.54008548036506
1264,266.994925884572
1265,259.04518248858767
1266,264.4469295357498
1267,275.4063597034335
1268,267.3178523552426
1269,253.2978674994964
1270,231.70708631413163
1271,245.1666729246324
1272,237.4235441125528
1273,323.8669963111088
1274,307.5853868991919
1275,233.20214843739063
1276,250.43192135388065
1277,58.475942596793175
1278,216.4766709119151
1279,275.3897196158481
1280,290.22189548160736
1281,233.84425739222576
1282,283.7721931836568
1283,233.47950844820105
1284,239.1201596477674
1285,286.6240908698223
1286,279.6767265136174
1287,274.3364458005409
1288,285.8302919675552
1289,284.9408673841463
1290,256.4929449445399
1291,283.5472644661984
1292,228.40641057003967
1293,292.2766108001694
1294,299.35506442540145
1295,227.0716016025944
1296,269.5727421741524
1297,251.64224624209945
1298,260.0965139328793
1299,234.2854256802275
1300,245.44711119184933
1301,275.11393180848324
1302,279.174282554549
1303,211.7856517814098
1304,271.8606224068937
1305,246.89131782662665
1306,283.2499124339961
1307,264.7183134250396
1308,270.9071172912529
1309,279.0629190597151
1310,242.62431439939903
1311,263.0405725460337
1312,245.90975095749727
1313,305.03383732772073
1314,262.5572578340323
1315,289.7685459549268
1316,291.1827249514172
1317,65.24471789970994
1318,237.80204995372333
1319,225.62782619331608
1320,283.60161042902337
1321,279.15717384077936
1322,275.1482720816383
1323,219.20787128761884
1324,246.1752696689161
1325,280.16062177110143
1326,226.8067322606962
1327,18.72584825474769
1328,263.83879941291354
