episode,avg_q
132,10.791231155395508
133,10.69489860534668
134,10.751614570617676
135,10.85659408569336
136,10.989863395690918
137,10.675677299499512
138,10.795528411865234
139,11.258726119995115
140,10.726465225219728
141,11.10606575012207
142,11.185656547546388
143,11.36854362487793
144,10.886847496032717
145,11.299087524414062
146,10.542283058166504
147,11.204777717590332
148,11.14920139312744
149,11.245294570922852
150,11.649404525756836
151,11.482935905456545
152,11.275041580200195
153,11.682281494140623
154,11.788068771362305
155,11.728970527648926
156,13.075010299682615
157,12.454242706298828
158,12.087632179260254
159,13.68116283416748
160,14.589296340942385
161,13.670682907104492
162,13.687294006347656
163,13.699926376342772
164,13.893600463867188
165,14.08989143371582
166,14.265826225280762
167,14.058481216430664
168,14.088857650756836
169,14.451458930969238
170,15.549232482910156
171,16.052518844604492
172,15.879656791687012
173,15.62095069885254
174,16.564199447631836
175,16.526941299438477
176,17.223876953125
177,17.959487915039062
178,18.03103256225586
179,17.39497947692871
180,17.43084144592285
181,17.765094757080078
182,17.99276351928711
183,18.07488441467285
184,17.74277687072754
185,18.000667572021484
186,17.775970458984375
187,17.970170974731445
188,17.61802864074707
189,16.906307220458984
190,17.823970794677734
191,17.988971710205078
192,17.92964744567871
193,18.68558692932129
194,18.12739944458008
195,18.00627326965332
196,18.925342559814453
197,19.47622299194336
198,19.89556121826172
199,19.38435745239257
200,20.041879653930664
201,19.565448760986328
202,19.853479385375977
203,20.60749244689941
204,20.90048599243164
205,19.863826751708984
206,21.270915985107425
207,21.498254776000977
208,20.7818603515625
209,20.5552978515625
210,21.20581817626953
211,21.8055419921875
212,21.37424659729004
213,22.27281379699707
214,22.091175079345703
215,21.55834579467773
216,22.70043563842773
217,22.41865921020508
218,22.424365997314453
219,23.57988548278809
220,23.38095664978028
221,23.916645050048828
222,25.56772994995117
223,26.17881202697754
224,26.639413833618164
225,26.566431045532227
226,26.07181930541992
227,26.542455673217773
228,26.350021362304688
229,26.78584861755371
230,26.65736961364746
231,27.243560791015625
232,27.27138328552246
233,27.82794761657715
234,28.79317092895508
235,28.541025161743164
236,28.7086124420166
237,29.91790771484375
238,31.33198928833008
239,30.63376808166504
240,32.871337890625
241,33.165584564208984
242,33.46704864501953
243,32.477779388427734
244,34.22571563720703
245,34.233848571777344
246,34.380367279052734
247,33.752323150634766
248,34.5479736328125
249,34.7522087097168
250,34.27241516113281
251,34.37779235839844
252,34.80461120605469
253,35.306488037109375
254,34.94362258911133
255,36.69649124145508
256,36.602970123291016
257,37.30530548095703
258,38.82820892333984
259,38.9235954284668
260,39.522708892822266
261,40.135135650634766
262,40.726295471191406
263,41.344032287597656
264,42.89594268798828
265,44.42145538330078
266,45.545318603515625
267,44.87662124633789
268,45.85576629638672
269,46.7420768737793
270,46.911376953125
271,47.68655014038086
272,48.58251190185547
273,49.14144134521485
274,48.2497673034668
275,50.17031097412109
276,50.21382522583008
277,51.84882354736328
278,51.19704055786133
279,50.84657669067383
280,52.42081451416016
281,53.27618408203125
282,53.88092803955078
283,53.62506103515625
284,54.11553192138672
285,53.709617614746094
286,54.58274459838867
287,55.627098083496094
288,55.69110107421875
289,56.0764045715332
290,56.29165649414063
291,56.58283615112305
292,56.980987548828125
293,58.86865234375
294,57.591400146484375
295,57.571044921875
296,58.14162063598633
297,58.80426788330078
298,59.19891357421875
299,59.035003662109375
300,58.836708068847656
301,59.56430816650391
302,59.751426696777344
303,59.7666130065918
304,60.0197868347168
305,61.83821868896485
306,62.108863830566406
307,61.688697814941406
308,62.45174407958984
309,62.8377571105957
310,62.43543243408203
311,63.28777313232422
312,63.249549865722656
313,63.79835891723633
314,65.14522552490234
315,65.85038757324219
316,66.22999572753906
317,66.77080535888672
318,66.29783630371094
319,67.70408630371094
320,67.01707458496094
321,67.76618957519531
322,67.9359130859375
323,67.7100830078125
324,67.22977447509766
325,67.72618865966797
326,67.26924133300781
327,67.22683715820312
328,66.19309997558594
329,65.65596771240234
330,66.09608459472656
331,66.71915435791016
332,66.54109954833984
333,66.416015625
334,66.17607116699219
335,66.05317687988281
336,66.21639251708984
337,66.15797424316406
338,66.23287200927734
339,65.38188171386719
340,66.72174835205078
341,65.55479431152344
342,65.54035949707031
343,66.42723846435547
344,65.88658905029297
345,65.46586608886719
346,65.37185668945312
347,65.17156219482422
348,65.68592834472656
349,65.76087951660156
350,65.64688873291016
351,65.37881469726562
352,65.06660461425781
353,65.29476165771484
354,65.18336486816406
355,66.3072738647461
356,66.059326171875
357,65.04132843017578
358,64.8459243774414
359,64.8625717163086
360,63.66450119018555
361,63.73762130737305
362,64.07969665527344
363,63.36498260498047
364,64.29899597167969
365,63.3670654296875
366,63.90928268432617
367,63.10906982421875
368,62.13263702392578
369,62.66022872924805
370,62.3183479309082
371,63.48397064208984
372,62.468238830566406
373,62.47119140625
374,63.04920196533203
375,63.33429718017578
376,62.6887092590332
377,63.31793975830078
378,62.4727897644043
379,62.68095779418945
380,62.513427734375
381,62.014556884765625
382,61.24550628662109
383,60.89946365356445
384,61.5015869140625
385,62.027976989746094
386,60.94111251831055
387,61.2796745300293
388,60.81368255615234
389,59.4448356628418
390,59.85851287841797
391,58.99538040161133
392,58.85845947265625
393,58.19911956787109
394,57.59113311767578
395,56.9658432006836
396,56.75550079345703
397,57.55961990356445
398,57.5489387512207
399,56.629188537597656
400,56.37516021728516
401,56.39252853393555
402,55.24967193603516
403,55.43950653076172
404,54.78096771240234
405,54.88719940185547
406,55.96383666992188
407,55.81537628173828
408,54.9642448425293
409,55.34473419189453
410,56.03635787963867
411,55.68820190429688
412,55.07969284057617
413,54.961387634277344
414,54.96232223510742
415,55.13787841796875
416,54.7392578125
417,54.403785705566406
418,54.70963287353516
419,54.4478759765625
420,55.08538818359375
421,54.916160583496094
422,54.09653854370117
423,53.82047653198242
424,54.3265266418457
425,54.74304962158203
426,54.80440521240234
427,54.6704330444336
428,54.0927848815918
429,54.52510452270508
430,54.25473785400391
431,53.92089080810547
432,54.67107009887695
433,54.371070861816406
434,54.4904670715332
435,53.8377571105957
436,54.24285888671875
437,54.047019958496094
438,54.1273078918457
439,54.2623176574707
440,54.71376800537109
441,54.65729904174805
442,53.91620635986328
443,54.56124114990234
444,54.80728912353516
445,54.77887725830078
446,54.64794158935547
447,54.123443603515625
448,54.29052734375
449,54.4229736328125
450,53.74835968017578
451,53.4730110168457
452,53.54960250854492
453,54.19886016845703
454,53.663795471191406
455,53.48517990112305
456,53.89936065673828
457,53.66728591918945
458,54.57949066162109
459,54.17147064208984
460,53.67659759521485
461,54.751197814941406
462,54.437110900878906
463,53.23960113525391
464,53.92661285400391
465,53.52083587646485
466,54.04282760620117
467,53.702369689941406
468,53.500282287597656
469,53.35892868041992
470,54.59713745117188
471,54.1679916381836
472,53.81417083740234
473,55.0630989074707
474,55.14215087890625
475,54.63649368286133
476,54.8193244934082
477,54.6798095703125
478,55.77467727661133
479,55.973724365234375
480,55.25
481,55.38364410400391
482,55.249610900878906
483,55.308624267578125
484,54.65239715576172
485,54.98772048950195
486,55.37249755859375
487,55.542724609375
488,55.97579193115234
489,55.601470947265625
490,56.199440002441406
491,56.48746490478516
492,56.673805236816406
493,56.38623046875
494,55.65913009643555
495,55.22685623168945
496,55.35832595825195
497,55.33074951171875
498,55.11713790893555
499,54.98308181762695
500,55.70404815673828
501,55.74385452270508
502,56.14652633666992
503,56.43067169189453
504,55.87708282470703
505,56.123756408691406
506,56.39073944091797
507,55.55805206298828
508,56.12592697143555
509,55.69245529174805
510,55.845794677734375
511,56.012306213378906
512,55.99680709838867
513,56.16211700439453
514,55.860801696777344
515,56.27456665039063
516,56.35692596435547
517,55.57354736328125
518,56.2356071472168
519,55.32869720458984
520,55.76863479614258
521,56.642311096191406
522,56.41074752807617
523,56.38909912109375
524,56.12894821166992
525,56.30621337890625
526,56.40410232543945
527,56.64501953125
528,56.86103057861328
529,56.32318115234375
530,55.99089431762695
531,56.31047439575195
532,55.95062255859375
533,55.95865631103516
534,55.76337432861328
535,55.76454925537109
536,55.76073455810547
537,55.88105392456055
538,55.704200744628906
539,55.858436584472656
540,55.561302185058594
541,55.79465866088867
542,56.12843704223633
543,56.40033721923828
544,56.286468505859375
545,55.86190032958984
546,55.848365783691406
547,55.08636474609375
548,55.03076934814453
549,55.153297424316406
550,55.38529586791992
551,54.769264221191406
552,55.06047439575195
553,55.1220703125
554,55.670677185058594
555,55.7436637878418
556,55.4583740234375
557,55.71349334716797
558,55.4133415222168
559,55.09257125854492
560,55.4726676940918
561,55.92873001098633
562,55.74451446533203
563,55.84268951416016
564,55.2974853515625
565,54.96171951293945
566,54.83953094482422
567,54.85905838012695
568,54.3883056640625
569,54.36557769775391
570,54.088661193847656
571,53.98643112182617
572,54.38826751708984
573,53.74174880981445
574,53.227272033691406
575,53.61495208740234
576,54.105865478515625
577,53.472015380859375
578,53.25746536254883
579,53.12062454223633
580,53.76451873779297
581,52.78629302978516
582,53.46637725830078
583,52.757568359375
584,52.7795295715332
585,52.41982269287109
586,52.03437423706055
587,52.66359329223633
588,52.172943115234375
589,51.88367462158203
590,52.39850997924805
591,52.524696350097656
592,52.13687896728516
593,51.670188903808594
594,52.235801696777344
595,51.33498001098633
596,51.5996208190918
597,51.78856658935547
598,52.37309646606445
599,52.127052307128906
600,52.33838653564453
601,52.02918243408203
602,52.54460906982422
603,52.7303352355957
604,52.88387298583984
605,52.95716094970703
606,52.42060470581055
607,52.52250289916992
608,52.512481689453125
609,52.95223236083984
610,53.06519317626953
611,52.51007080078125
612,52.59808349609375
613,52.44814300537109
614,53.54509353637695
615,53.33026123046875
616,53.52821731567383
617,53.46652221679688
618,53.90697479248047
619,52.67231369018555
620,52.67139434814453
621,53.342063903808594
622,53.45497894287109
623,52.85149002075195
624,52.6326904296875
625,52.56928634643555
626,52.936302185058594
627,51.84245681762695
628,52.69738006591797
629,52.57416534423828
630,52.05644989013672
631,52.5440788269043
632,52.3466682434082
633,52.51068115234375
634,52.11751556396485
635,51.68051910400391
636,51.98421096801758
637,51.83528518676758
638,51.85388946533203
639,52.73283767700195
640,52.016510009765625
641,52.4339485168457
642,52.3237533569336
643,52.53352737426758
644,52.32730102539063
645,52.20018768310547
646,51.763763427734375
647,52.34130859375
648,52.189697265625
649,52.7080307006836
650,51.87617111206055
651,52.33751678466797
652,52.31063079833984
653,52.46101760864258
654,52.31978225708008
655,52.490760803222656
656,52.3189697265625
657,52.01045608520508
658,51.922325134277344
659,52.14192581176758
660,52.1971549987793
661,52.04035568237305
662,51.78972244262695
663,51.4327507019043
664,51.76826095581055
665,52.18182373046875
666,52.056861877441406
667,51.9664192199707
668,52.41627883911133
669,51.9051513671875
670,52.27384185791016
671,52.4295654296875
672,52.31621551513672
673,52.40236282348633
674,51.89620208740234
675,51.73403930664063
676,52.30818557739258
677,51.7381591796875
678,51.52962493896485
679,51.99141693115234
680,51.65355682373047
681,52.073829650878906
682,52.03276443481445
683,51.81722259521485
684,52.49748611450195
685,52.30144119262695
686,52.44831466674805
687,52.2534408569336
688,52.59218597412109
689,51.99643707275391
690,53.69408416748047
691,52.7495346069336
692,53.08142852783203
693,53.2332878112793
694,52.93883514404297
695,51.92750930786133
696,52.38297271728516
697,52.18632888793945
698,52.6539306640625
699,52.96796798706055
700,53.26572799682617
701,52.15997314453125
702,52.27677154541016
703,53.43245315551758
704,52.808013916015625
705,52.92987060546875
706,52.90886306762695
707,52.90879440307617
708,52.9489631652832
709,53.149505615234375
710,52.9428939819336
711,52.412208557128906
712,52.16435623168945
713,52.0016975402832
714,52.0895881652832
715,51.9197883605957
716,51.74763107299805
717,52.3095588684082
718,51.69245147705078
719,51.50901412963867
720,51.7972526550293
721,52.60114669799805
722,52.802734375
723,52.44962310791016
724,52.38954544067383
725,52.20236206054688
726,52.118751525878906
727,52.49273681640625
728,51.793975830078125
729,52.61314010620117
730,52.342803955078125
731,51.87897491455078
732,52.338035583496094
733,52.35234832763672
734,52.71378326416016
735,52.28455352783203
736,51.98237228393555
737,52.12245941162109
738,51.8359603881836
739,52.10530471801758
740,51.9145622253418
741,52.1878776550293
742,52.08464431762695
743,52.38007354736328
744,52.782188415527344
745,52.773712158203125
746,52.51740646362305
747,52.0649528503418
748,51.27329254150391
749,51.84774017333984
750,51.50899505615234
751,51.45994186401367
752,51.8857536315918
753,51.40745162963867
754,51.377418518066406
755,51.48914337158203
756,51.29113006591797
757,50.77250289916992
758,51.13489532470703
759,51.033729553222656
760,51.44258880615234
761,50.918704986572266
762,51.1991081237793
763,51.4604377746582
764,51.73137664794922
765,51.32963943481445
766,51.22462844848633
767,51.1274299621582
768,51.23453521728516
769,50.373172760009766
770,49.79829025268555
771,49.83639526367188
772,50.131534576416016
773,49.85189056396485
774,49.71358108520508
775,49.78361129760742
776,49.85063552856445
777,49.61947250366211
778,49.49401092529297
779,49.8037223815918
780,50.25102615356445
781,49.57369995117188
782,49.91698455810547
783,49.74750900268555
784,49.88903045654297
785,49.5498275756836
786,49.537017822265625
787,49.80406951904297
788,50.12950134277344
789,50.00982284545898
790,50.19388961791992
791,49.57747650146485
792,49.51554107666016
793,49.65141296386719
794,49.7055892944336
795,49.71841812133789
796,50.18951416015625
797,49.920806884765625
798,49.89287567138672
799,49.976348876953125
800,50.00007247924805
801,49.48501586914063
802,49.579811096191406
803,49.8551139831543
804,49.8560791015625
805,49.76436233520508
806,49.19310760498047
807,49.620025634765625
808,49.56605911254883
809,49.50659942626953
810,49.765907287597656
811,49.24137115478516
812,49.49219512939453
813,49.34928512573242
814,49.36284255981445
815,49.27427291870117
816,48.95292663574219
817,49.3661003112793
818,49.392356872558594
819,49.21956253051758
820,49.12189865112305
821,49.04472351074219
822,48.84617233276367
823,49.11402130126953
824,49.65764617919922
825,48.907596588134766
826,49.12836456298828
827,48.826622009277344
828,48.86937713623047
829,48.9006462097168
830,49.13212966918945
831,48.42742538452149
832,49.20830535888672
833,48.61845016479492
834,49.32946395874024
835,48.91969680786133
836,49.16046142578125
837,49.248573303222656
838,49.218509674072266
839,49.46062850952149
840,48.57057189941406
841,48.370208740234375
842,48.70102691650391
843,48.40837478637695
844,48.227909088134766
845,48.62763595581055
846,48.43388748168945
847,48.29573059082031
848,48.472694396972656
849,48.43894958496094
850,48.83454132080078
851,48.00133514404297
852,48.13719940185547
853,48.5739860534668
854,48.31146240234375
855,48.32343673706055
856,48.68074798583984
857,49.02887344360352
858,48.810577392578125
859,48.836692810058594
860,49.14376449584961
861,48.381324768066406
862,48.71530532836914
863,48.488807678222656
864,48.81595230102539
865,48.84738159179688
866,48.59172439575195
867,48.74315643310547
868,48.7027702331543
869,48.59693145751953
870,48.85668182373047
871,48.60280227661133
872,48.62841033935547
873,48.81279754638672
874,48.66812896728516
875,48.91515350341797
876,48.37073516845703
877,48.468727111816406
878,48.24430084228516
879,48.15766525268555
880,48.362117767333984
881,48.3380241394043
882,48.23616409301758
883,48.63793563842773
884,48.45318603515625
885,48.23412704467773
886,48.62309646606445
887,48.5556869506836
888,47.70828628540039
889,47.76256561279297
890,48.3284797668457
891,47.906394958496094
892,47.98377227783203
893,48.119140625
894,48.14131927490234
895,47.94748306274414
896,48.29893493652344
897,48.52866744995117
898,48.97221755981445
899,49.16442108154297
900,49.63057327270508
901,49.5250358581543
902,49.71109008789063
903,49.3236083984375
904,49.61654281616211
905,49.48930740356445
906,49.154144287109375
907,49.73575592041016
908,49.334354400634766
909,49.06565475463867
910,49.54752349853516
911,49.41936492919922
912,49.850128173828125
913,49.97895431518555
914,49.99434661865234
915,49.77124786376953
916,49.61215972900391
917,50.10345458984375
918,49.33479690551758
919,49.67479705810547
920,49.58078384399414
921,49.71866607666016
922,49.759056091308594
923,50.02025985717773
924,49.19532012939453
925,49.483848571777344
926,49.62690353393555
927,49.5531005859375
928,49.73574066162109
929,49.70698928833008
930,49.78187561035156
931,49.69633865356445
932,49.52295684814453
933,49.47019577026367
934,49.235382080078125
935,49.73410034179688
936,49.47735977172852
937,49.82697296142578
938,49.703758239746094
939,49.44419479370117
940,49.09489822387695
941,48.937156677246094
942,49.48480987548828
943,49.54219818115234
944,49.63957977294922
945,49.91868591308594
946,49.910255432128906
947,49.41712951660156
948,49.73933792114258
949,49.789459228515625
950,49.98657989501953
951,49.74338150024414
952,49.72737503051758
953,49.79762649536133
954,50.071998596191406
955,50.03719329833984
956,49.70832824707031
957,50.37028121948242
958,49.765625
959,49.784664154052734
960,49.83995819091797
961,49.58660125732422
962,49.6939811706543
963,49.54225540161133
964,49.68251800537109
965,50.00899124145508
966,49.66694259643555
967,49.110496520996094
968,49.59111785888672
969,49.77996063232422
970,49.5410385131836
971,49.30195236206055
972,49.6119384765625
973,49.54253387451172
974,49.913612365722656
975,49.29720306396485
976,48.94552993774414
977,49.5995979309082
978,49.86842727661133
979,49.859336853027344
980,50.087032318115234
981,50.07352828979492
982,49.95314407348633
983,50.09851837158203
984,50.418792724609375
985,50.31376266479492
986,50.16476440429688
987,49.87837600708008
988,49.97676849365234
989,50.47040557861328
990,49.86058807373047
991,49.881080627441406
992,50.610008239746094
993,50.86394500732422
994,50.77042007446289
995,50.6887321472168
996,50.19005584716797
997,50.826568603515625
998,50.6412467956543
999,50.83094024658203
1000,50.76290130615234
1001,50.90598678588867
1002,50.9185676574707
1003,51.090370178222656
1004,51.106727600097656
1005,51.09586715698242
1006,51.27870941162109
1007,50.625144958496094
1008,50.824684143066406
1009,50.84375762939453
1010,51.58780670166016
1011,51.36725616455078
1012,51.120384216308594
1013,51.54899978637695
1014,51.48755645751953
1015,51.731536865234375
1016,51.81499099731445
1017,51.70051956176758
1018,51.89711380004883
1019,51.66265869140625
1020,51.8255615234375
1021,51.986961364746094
1022,51.99822235107422
1023,52.12476348876953
1024,51.89421463012695
1025,51.61505126953125
1026,52.071815490722656
1027,52.083892822265625
1028,52.14563751220703
1029,52.46318817138672
1030,51.95475006103516
1031,52.57655715942383
1032,52.39034271240234
1033,52.427879333496094
1034,52.1036376953125
1035,52.26740646362305
1036,52.14823532104492
1037,52.47075271606445
1038,52.23514938354492
1039,52.0001106262207
1040,52.4903450012207
1041,52.444244384765625
1042,52.49713134765625
1043,52.6843147277832
1044,52.822853088378906
1045,52.48561477661133
1046,52.44127655029297
1047,52.47199630737305
1048,52.6396369934082
1049,52.26185989379883
1050,52.82465744018555
1051,52.95331954956055
1052,53.00216674804688
1053,52.770469665527344
1054,52.39179611206055
1055,53.34838104248047
1056,53.12883758544922
1057,53.20893096923828
1058,52.94626998901367
1059,53.07022857666016
1060,52.93592071533203
1061,52.94878387451172
1062,53.06745147705078
1063,53.07527923583984
1064,53.27657318115234
1065,53.02625274658203
1066,53.013916015625
1067,52.81409454345703
1068,53.29169464111328
1069,52.91298675537109
1070,52.86375045776367
1071,52.886962890625
1072,52.543678283691406
1073,51.96784210205078
1074,52.18738555908203
1075,51.88658905029297
1076,52.19001388549805
1077,52.62662506103516
1078,52.355987548828125
1079,52.39765167236328
1080,52.293113708496094
1081,52.1280517578125
1082,52.20622634887695
1083,51.610877990722656
1084,51.59854888916016
1085,51.931602478027344
1086,51.90285110473633
1087,52.39841842651367
1088,52.32122802734375
1089,52.12141036987305
1090,51.911582946777344
1091,51.815032958984375
1092,52.37154006958008
1093,52.56268310546875
1094,52.4536018371582
1095,52.35224533081055
1096,51.65402221679688
1097,51.87275314331055
1098,52.14962005615234
1099,52.44937896728516
1100,52.31281661987305
1101,51.83835983276367
1102,52.12180709838867
1103,51.79241943359375
1104,52.0633659362793
1105,52.37952423095703
1106,51.87461471557617
1107,52.0991096496582
1108,51.94358444213867
1109,51.7756233215332
1110,52.106056213378906
1111,52.2468147277832
1112,52.05253982543945
1113,51.82243728637695
1114,51.75345993041992
1115,51.5797119140625
1116,51.93212127685547
1117,51.89503860473633
1118,52.02625274658203
1119,52.0910530090332
1120,52.12223434448242
1121,52.24018096923828
1122,51.81182861328125
1123,51.8613510131836
1124,51.7862434387207
1125,51.51510620117188
1126,52.02335739135742
1127,52.13166046142578
1128,51.03644943237305
1129,51.74552154541016
1130,51.92208862304688
1131,52.47514724731445
1132,52.35637283325195
1133,52.35260009765625
1134,51.88698196411133
1135,51.88922119140625
1136,52.32904815673828
1137,52.41194915771485
1138,52.5432243347168
1139,52.28655242919922
1140,52.530418395996094
1141,52.63424682617188
1142,51.93839645385742
1143,52.60247802734375
1144,52.6512451171875
1145,52.80452728271485
1146,52.42131423950195
1147,52.54645538330078
1148,52.21123123168945
1149,52.6043815612793
1150,52.355751037597656
1151,51.8351936340332
1152,51.76139450073242
1153,51.46491241455078
1154,51.90351486206055
1155,52.35078811645508
1156,52.02622222900391
1157,51.85645294189453
1158,52.368614196777344
1159,52.19321823120117
1160,52.31209564208984
1161,52.1143798828125
1162,51.651344299316406
1163,51.89326095581055
1164,51.7299690246582
1165,51.7505111694336
1166,51.28554153442383
1167,51.48221969604492
1168,52.01507568359375
1169,52.1037712097168
1170,52.14241790771485
1171,51.63398361206055
1172,52.11249923706055
1173,51.86603927612305
1174,52.28480911254883
1175,51.6368408203125
1176,52.11491012573242
1177,51.82426071166992
1178,51.92398071289063
1179,51.85809326171875
1180,51.6511344909668
1181,51.511695861816406
1182,51.91886520385742
1183,51.533485412597656
1184,51.5673942565918
1185,51.901885986328125
1186,51.596954345703125
1187,51.27317428588867
1188,51.86611175537109
1189,51.8654670715332
1190,51.3282356262207
1191,51.572898864746094
1192,52.04570388793945
1193,51.89972686767578
1194,52.13041305541992
1195,51.68333053588867
1196,51.84439086914063
1197,51.70793533325195
1198,52.05802154541016
1199,52.04817581176758
1200,51.73902130126953
1201,51.997650146484375
1202,52.177391052246094
1203,52.1611442565918
1204,52.31303024291992
1205,51.68230056762695
1206,51.73627471923828
1207,51.30587768554688
1208,52.02904510498047
1209,51.67324066162109
1210,52.3223762512207
1211,52.02020263671875
1212,52.33622360229492
1213,52.1040267944336
1214,52.20441436767578
1215,51.89607620239258
1216,52.05259323120117
1217,52.73592376708984
1218,52.39259719848633
1219,52.067901611328125
1220,52.41468048095703
1221,52.50023651123047
1222,52.39099884033203
1223,52.6173095703125
1224,52.94028472900391
1225,52.528053283691406
1226,52.547454833984375
1227,52.76823806762695
1228,52.88606643676758
1229,52.61443328857422
1230,52.8896713256836
1231,53.30952072143555
1232,53.412109375
1233,53.15203857421875
1234,53.17793655395508
1235,53.35506439208984
1236,52.97140502929688
1237,52.92838287353516
1238,53.3852653503418
1239,52.87443923950195
1240,53.34576416015625
1241,53.131980895996094
1242,53.173370361328125
1243,53.07854461669922
1244,52.76650238037109
1245,53.11637115478516
1246,53.0467643737793
1247,53.23458099365234
1248,53.314674377441406
1249,52.87114334106445
1250,52.971412658691406
1251,52.92667388916016
1252,52.35737991333008
1253,52.70964431762695
1254,52.96239471435547
1255,52.69686126708984
1256,52.37827301025391
1257,52.50069046020508
1258,52.63220977783203
1259,52.58583831787109
1260,53.07661056518555
1261,53.05634307861328
1262,52.74180221557617
1263,52.29280853271485
1264,52.23488235473633
1265,52.18180465698242
1266,52.39006423950195
1267,52.22034454345703
1268,52.2730827331543
1269,52.838417053222656
1270,52.19319915771485
1271,52.189453125
1272,51.52793502807617
1273,52.08777618408203
1274,52.034423828125
1275,52.042137145996094
1276,51.863746643066406
1277,51.72368621826172
1278,51.67974853515625
1279,51.07861328125
1280,51.22550582885742
1281,51.298614501953125
1282,51.350982666015625
1283,51.48024368286133
1284,51.493934631347656
1285,51.430908203125
1286,51.57856369018555
1287,51.7736701965332
1288,51.7781982421875
1289,51.595924377441406
1290,51.43037033081055
1291,51.669342041015625
1292,50.956939697265625
1293,50.69147872924805
1294,50.84663772583008
1295,50.41008758544922
1296,50.644508361816406
1297,51.16399383544922
1298,50.90294647216797
1299,50.75146484375
1300,50.74481964111328
1301,50.86092376708984
1302,51.27799606323242
1303,51.29219818115234
1304,51.07648468017578
1305,50.87169647216797
1306,51.059688568115234
1307,50.93805694580078
1308,50.967376708984375
1309,51.31568145751953
1310,50.98970031738281
1311,50.93837738037109
1312,51.34321975708008
1313,51.15797424316406
1314,50.94275665283203
1315,51.01673126220703
1316,50.82126235961914
1317,50.86072540283203
1318,50.756439208984375
1319,50.8472900390625
1320,50.75407409667969
1321,50.82730102539063
1322,50.71855545043945
1323,50.95893096923828
1324,50.84568786621094
1325,51.07677459716797
1326,50.90874099731445
1327,50.906028747558594
1328,50.645503997802734
1329,50.91913604736328
1330,51.12874984741211
1331,50.80112838745117
1332,50.83870697021485
1333,50.848907470703125
1334,50.66695022583008
1335,50.37056350708008
1336,49.891902923583984
1337,50.3758544921875
1338,49.94661712646485
1339,50.10939407348633
1340,49.73655319213867
1341,50.04929733276367
1342,49.74942779541016
1343,50.168556213378906
1344,49.89617156982422
1345,49.50249481201172
1346,49.92321014404297
1347,49.75141525268555
1348,49.7895736694336
1349,49.80241012573242
1350,49.85453414916992
1351,49.994667053222656
1352,50.117305755615234
1353,49.83085250854492
1354,49.36412048339844
1355,49.47837829589844
1356,49.57078170776367
1357,50.01035690307617
1358,49.5107650756836
1359,49.29679107666016
1360,49.59535598754883
1361,49.23699188232422
1362,49.82512664794922
1363,49.0106086730957
1364,49.34638214111328
1365,49.35128021240234
1366,49.20523071289063
1367,49.03704071044922
1368,49.19172668457031
1369,49.6004638671875
1370,49.176902770996094
1371,49.522071838378906
1372,49.177223205566406
1373,49.5543098449707
1374,49.27973937988281
1375,49.59555435180664
1376,49.20827865600586
1377,49.53550338745117
1378,49.30872344970703
1379,49.61577606201172
1380,49.38990783691406
1381,49.55037307739258
1382,49.47821807861328
1383,49.06306838989258
1384,48.979339599609375
1385,49.15673828125
