episode,length,total_reward,avg_q,exploration
0,73,-161.04578894376755,-0.03671234,1.0
1,242,-1369.380849763751,-1.5636127,1.0
2,116,-1290.1926191281527,-4.3815165,1.0
3,65,-765.8993271589279,-3.807944,1.0
4,90,-735.6989630460739,-1.9662228,1.0
5,94,-344.82608627108857,-1.1000861,1.0
6,59,-217.00782492943108,-2.362714,1.0
7,241,-550.4885156974196,-0.570526,1.0
8,99,-820.6573748067021,-0.773231,1.0
9,87,-846.2090859860182,-1.2779139,1.0
10,64,-726.0123867243528,-0.9382082223892212,1.0
11,123,-742.9217683076859,-0.754478394985199,1.0
12,107,-42.58528357371688,-0.8407295346260071,1.0
13,93,-30.0986781232059,-0.3845745027065277,1.0
14,136,-1062.6365008726716,-1.4914000034332275,1.0
15,76,-87.01917682919884,-0.8588987588882446,1.0
16,60,-101.34264721721412,-0.3999980092048645,1.0
17,71,-134.41151320189238,-0.2028265297412872,1.0
18,59,-149.0310304891318,-0.4117776453495025,1.0
19,103,-300.30886329337955,-0.0558831803500652,1.0
20,99,-188.5824728887528,-0.6553634405136108,1.0
21,81,-368.7980300337076,-0.774182915687561,1.0
22,158,-297.7665240805363,-0.5814609527587891,1.0
23,89,-248.06593143336067,-0.6730381846427917,1.0
24,92,-176.72986144945023,-0.5625298023223877,1.0
25,563,-404.273653648037,-0.7357448935508728,1.0
26,299,-503.0384817435406,0.0278144069015979,1.0
27,135,-243.6572489272803,0.4006503224372864,1.0
28,113,-381.61685413122177,-0.899410605430603,1.0
29,368,-339.8235314753838,-0.595427393913269,1.0
30,457,-418.73026613122784,-0.3540316224098205,1.0
31,223,-343.968668779824,-0.3541933894157409,1.0
32,360,-253.6409849748016,0.6556170582771301,1.0
33,181,-660.2262072004378,0.3744072318077087,1.0
34,111,-362.7408747989684,1.0366733074188232,1.0
35,95,-492.464774042368,0.1741486489772796,1.0
36,106,-443.8074973523617,0.5920061469078064,1.0
37,81,-351.8182226419449,-0.6006949543952942,1.0
38,94,-244.0113998372108,0.1858393549919128,1.0
39,84,-463.7702427357435,0.63410484790802,1.0
40,101,-477.229190312326,0.4484095573425293,1.0
41,225,-386.3069464191794,1.0936782360076904,1.0
42,93,-191.80382702685893,0.6408932209014893,1.0
43,112,-251.45774058951065,-0.0232889782637357,1.0
44,90,-629.5914570689201,0.5694611668586731,1.0
45,166,-350.16725408285856,0.5877854824066162,1.0
46,242,-414.7885077456013,0.2502237856388092,1.0
47,152,-855.4262514915317,0.3299916386604309,1.0
48,276,-121.87816791795194,-0.0403292402625083,1.0
49,103,-465.7821523696184,-0.0284879021346569,1.0
50,98,-221.5959319099784,0.0217129494994878,1.0
51,88,-38.60625782981515,-0.1243466734886169,1.0
52,114,-284.11538422107697,-0.023465558886528,1.0
53,103,-296.78427467122674,1.1146979331970217,1.0
54,96,-386.49571343511343,-0.7527082562446594,1.0
55,116,-372.1978917568922,-0.3355675935745239,1.0
56,148,-567.2280350513756,0.6186677813529968,1.0
57,115,-313.3587958961725,0.5529375672340393,1.0
58,90,-293.22088196873665,1.1119225025177002,1.0
59,177,-290.6260209679604,0.653443455696106,1.0
60,176,-303.0340012377128,-0.4059264659881592,1.0
