episode,avg_q,step
189,12.007201194763184,101860
190,11.5405855178833,101968
191,12.012266159057615,102968
192,11.550768852233888,103968
193,12.00404167175293,104968
194,12.618372917175291,105968
195,11.789507865905762,106968
196,11.924874305725098,107495
197,11.97402000427246,107585
198,12.702879905700684,107677
199,12.28834342956543,107755
200,11.848227500915527,108755
201,12.079345703125,109755
202,12.695489883422852,110509
203,12.977392196655272,110585
204,11.89733600616455,110991
205,12.53752326965332,111991
206,12.325132369995115,112091
207,13.585222244262695,112264
208,14.350872993469238,113162
209,12.284400939941406,113243
210,13.519851684570312,113364
211,12.713157653808594,113433
212,13.00434112548828,113521
213,12.847497940063477,113918
214,13.310229301452637,114458
215,12.482507705688477,114555
216,13.140838623046877,115555
217,13.615323066711426,116537
218,13.2838716506958,117537
219,13.675153732299805,117899
220,13.5726318359375,118020
221,13.57475471496582,119020
222,13.36584758758545,119100
223,13.146631240844728,120100
224,13.405370712280272,121078
225,13.867952346801758,121247
226,13.23625946044922,121413
227,13.283514022827148,121515
228,13.35413932800293,121717
229,13.468173027038574,121872
230,14.027691841125488,122375
231,14.095744132995604,123164
232,13.388471603393556,124080
233,13.842538833618164,124779
234,13.89756202697754,124942
235,14.163248062133787,125888
236,14.075970649719238,126073
237,14.392125129699709,126370
238,13.419443130493164,126494
239,13.57200050354004,127313
240,14.62987232208252,127885
241,12.801043510437012,128141
242,13.364255905151367,128280
243,12.969076156616213,128409
244,14.150158882141112,128802
245,10.716120719909668,128945
246,13.946050643920898,129427
247,14.739160537719728,129518
248,14.577936172485352,129624
249,14.896879196166992,129769
250,13.696301460266112,130100
251,14.467544555664062,130271
252,13.995205879211426,130705
253,13.182258605957031,130903
254,14.015495300292969,131860
255,14.393145561218262,132110
256,14.696802139282228,133086
257,14.771039962768556,133363
258,13.513272285461426,133808
259,13.508340835571287,134242
260,13.776082992553713,134821
261,13.145901679992676,135116
262,13.793002128601074,136116
263,14.356851577758787,137116
264,13.498376846313477,138116
265,13.467679977416992,138806
266,13.026570320129396,139806
267,14.406545639038086,140184
268,13.099347114562988,140413
269,12.133604049682615,140663
270,11.545915603637695,141663
271,13.085805892944336,141863
272,13.346064567565918,142863
273,11.940110206604004,143361
274,13.199958801269531,144361
275,12.655235290527344,144514
276,12.880605697631836,144869
277,13.44496726989746,145068
278,12.888562202453612,145993
279,13.36871337890625,146351
280,12.778441429138184,147351
281,13.679475784301758,148351
282,12.814834594726562,149351
283,10.31641960144043,150100
284,12.51630973815918,150491
285,13.37507152557373,150670
286,11.340325355529783,150874
287,13.066266059875488,150989
288,13.261457443237305,151989
289,11.950657844543455,152679
290,13.882609367370604,153679
291,11.613557815551758,153945
292,13.080240249633787,154945
293,13.39646339416504,155945
294,12.51512336730957,156945
295,11.60403823852539,157945
296,13.420222282409668,158350
297,13.336313247680664,159350
298,12.918342590332031,159427
299,14.214065551757812,160112
300,13.83233642578125,160423
301,12.701767921447754,161423
302,13.13225555419922,162423
303,14.852811813354492,162972
304,12.07489776611328,163972
305,12.16533374786377,164676
306,12.605257034301758,165273
307,14.14928150177002,166273
308,13.17724895477295,167273
309,14.393150329589844,168273
310,13.12689208984375,168469
311,12.674646377563477,168930
312,13.214239120483398,169930
313,14.8519926071167,170930
314,13.166399002075195,171930
315,13.431676864624023,172930
316,13.198148727416992,173930
317,13.767544746398926,174930
318,14.48646354675293,175930
319,15.71564769744873,176930
320,15.611091613769531,177930
321,14.754287719726562,178930
322,14.126684188842772,179119
323,14.423174858093262,180119
324,14.121856689453123,180377
325,13.940686225891112,181377
326,15.02294921875,182377
327,15.341723442077637,183377
328,15.069808959960938,184377
329,15.459802627563477,185377
330,17.5684814453125,186377
331,17.392446517944336,187377
332,15.963427543640137,188377
333,15.59821891784668,189377
334,16.119213104248047,190377
335,15.386816024780272,191377
336,15.91143798828125,192377
337,16.137523651123047,193377
338,16.575254440307617,194377
339,16.502260208129883,195377
340,15.382406234741213,196377
341,18.25789451599121,197377
342,19.232749938964844,198377
343,16.373882293701172,199377
344,18.336971282958984,200377
345,16.48294448852539,201377
346,19.15073204040528,202377
347,19.51601219177246,203038
348,20.236515045166016,204038
349,21.34476089477539,205038
350,18.778751373291016,206038
351,19.079769134521484,206375
352,20.674850463867188,207375
353,21.31197738647461,208375
354,18.991758346557617,209375
355,18.74176406860352,210375
356,21.6810359954834,211375
357,22.08815193176269,212375
358,22.35821914672852,213375
359,23.308971405029297,214375
360,22.49906349182129,215375
361,24.22999382019043,216375
362,24.26513290405273,217375
363,24.04562187194824,218375
364,23.710786819458008,219375
365,23.487926483154297,220375
366,23.653884887695312,221375
367,23.32221031188965,222375
368,24.318790435791016,223375
369,24.18906021118164,224375
370,24.80603408813477,225375
371,25.66238784790039,226375
372,25.43158531188965,227375
373,26.6027946472168,228375
374,27.127975463867188,229375
375,27.624027252197266,230375
376,27.8754997253418,231375
377,28.834423065185547,232375
378,29.14211082458496,233375
379,28.094940185546875,234375
380,27.484603881835938,235375
381,29.0678825378418,236375
382,27.14878845214844,237375
383,28.9301700592041,238375
384,28.41676902770996,239375
385,28.115982055664062,240375
386,29.252513885498047,241375
387,28.950592041015625,242375
388,29.27627944946289,243375
389,29.102991104125977,244375
390,29.15790748596192,245375
391,30.235546112060547,246375
392,29.67475891113281,247375
393,29.934642791748047,248375
394,29.675222396850582,249375
395,31.14962387084961,250375
396,30.60967063903809,251375
397,31.23153686523437,252375
398,31.869762420654297,253375
399,31.85610008239746,254375
400,31.68301010131836,255375
401,31.699682235717773,256375
402,32.16980743408203,257375
403,32.27556610107422,258375
404,32.854713439941406,259375
405,32.0225830078125,260375
406,32.35796356201172,261375
407,32.57841491699219,262375
408,32.73012924194336,263375
409,32.725189208984375,264375
410,33.47840118408203,265375
411,32.95343780517578,266375
412,32.92938995361328,267375
413,32.9954833984375,268375
414,32.865577697753906,269375
415,33.71732711791992,270375
416,32.10654830932617,270522
417,34.27433013916016,270694
418,32.27641296386719,271694
419,33.91748809814453,272694
420,33.684043884277344,273694
421,33.598655700683594,274694
422,34.487770080566406,275694
423,33.62921142578125,276694
424,33.98571014404297,277694
425,34.115970611572266,278694
426,34.76654815673828,279694
427,34.70461654663086,280694
428,35.21595764160156,281694
429,34.35126876831055,282694
430,35.481414794921875,283694
431,35.824058532714844,284694
432,36.050968170166016,285694
433,37.45866012573242,286694
434,35.378787994384766,287694
435,35.754791259765625,288694
436,35.41931915283203,289694
437,36.01795196533203,290694
438,35.90483856201172,291694
439,35.873146057128906,292694
440,36.34640884399414,293694
441,35.85436248779297,294694
442,37.04879760742188,295694
443,35.861351013183594,296694
444,37.48084259033203,297694
445,37.18588638305664,298694
446,37.502532958984375,299694
447,37.98125457763672,300694
448,37.87384033203125,301694
449,38.80583572387695,302694
450,37.7845344543457,303694
451,37.54826354980469,304694
452,39.51337432861328,305694
453,39.26949691772461,306694
454,39.29833221435547,307694
455,39.43396759033203,308228
456,38.5366325378418,309228
457,39.50120162963867,310228
458,40.1845817565918,311228
459,39.39038848876953,312228
460,39.883827209472656,313228
461,39.65692901611328,314228
462,40.49358367919922,315228
463,39.65119934082031,316228
464,41.47715759277344,317228
465,41.27988815307617,318228
466,40.56598281860352,319228
467,41.20515441894531,320228
468,41.69539642333984,321228
469,41.5400390625,322228
470,41.78776550292969,323228
471,42.59653472900391,324228
472,42.3017692565918,325228
473,43.02622604370117,326228
474,42.42078399658203,327228
475,42.57569122314453,328228
476,41.97419738769531,329228
477,43.57867431640625,330081
478,43.540489196777344,331081
479,43.68470001220703,332081
480,43.6582260131836,333081
481,44.05970001220703,334081
482,45.555755615234375,335081
483,45.21916198730469,336081
484,44.60239410400391,337081
485,44.0351676940918,338081
486,44.63992691040039,339081
487,44.534950256347656,340081
488,43.91852569580078,341081
489,45.74788665771485,342081
490,45.19943237304688,343081
491,45.98289108276367,343379
492,44.45661544799805,344379
493,45.4745979309082,345379
494,45.91228485107422,346379
495,45.86467361450195,347379
496,46.86489868164063,348379
497,45.80207061767578,349379
498,45.62350082397461,350379
499,46.61488342285156,351379
500,46.48905944824219,352379
501,46.5810661315918,353379
502,46.746315002441406,354379
503,47.4044303894043,355379
504,47.33674240112305,356379
505,47.29840850830078,357379
506,47.58460235595703,358379
507,47.96365737915039,359379
508,48.165306091308594,360379
509,48.07980346679688,361379
510,48.93947219848633,362379
511,48.21061325073242,363379
512,48.55062484741211,364379
513,48.17964172363281,365379
514,48.89968490600586,366379
515,48.69470977783203,367379
516,50.34996795654297,368379
517,49.34272003173828,369379
518,49.61369705200195,370379
519,49.904823303222656,371379
520,49.966094970703125,372379
521,49.94618988037109,373379
522,49.37212371826172,374379
523,49.17839431762695,375379
524,49.99456024169922,376379
525,50.34903717041016,377379
526,49.53834533691406,378379
527,50.3975944519043,379379
528,50.72034454345703,380379
529,51.56513595581055,381379
530,51.732025146484375,382379
531,50.964622497558594,383379
532,51.60665893554688,384379
533,51.012489318847656,385379
534,51.51481246948242,386379
535,52.68128204345703,387379
536,52.62369537353516,387482
537,51.75479888916016,388482
538,50.25601959228516,389482
539,51.822052001953125,390482
540,51.27668380737305,390592
541,52.049354553222656,391592
542,52.01557159423828,391752
543,52.31097412109375,392752
544,52.75199508666992,393752
545,52.48807907104492,393855
546,52.329872131347656,394855
547,52.23272705078125,394978
548,52.89241790771485,395978
549,52.57460403442383,396978
550,52.799949645996094,397978
551,53.12165069580078,398978
552,53.8885498046875,399978
553,52.61602783203125,400978
554,54.07915496826172,401978
555,54.74616622924805,402978
556,53.2161865234375,403978
557,54.636627197265625,404978
558,54.96714019775391,405978
559,55.3984260559082,406095
560,54.94004440307617,406230
561,57.2537727355957,406325
562,55.98227691650391,406448
563,55.59291458129883,406559
564,56.319671630859375,407559
565,54.46795654296875,408559
566,55.0802116394043,409091
567,54.292762756347656,410091
568,54.416351318359375,411091
569,54.44255447387695,412091
570,54.2841911315918,413091
571,55.9691047668457,414091
572,54.73967361450195,414408
573,54.81359100341797,415408
574,56.52299880981445,416408
575,55.36259841918945,417408
576,55.99478912353516,418408
577,55.80115509033203,419408
578,56.35218048095703,420408
579,56.59406280517578,421408
580,56.16002655029297,422408
581,56.68572235107422,423408
582,56.81400680541992,424408
583,56.93457794189453,425408
584,56.93986892700195,426408
585,57.05036163330078,427408
586,56.81686401367188,428408
587,57.28765106201172,429408
588,57.57602691650391,430408
589,57.53074264526367,431408
590,58.28730392456055,432237
591,57.17056274414063,433237
592,58.11342239379883,434237
593,58.43912506103516,435237
594,58.70573806762695,436237
595,59.44271087646485,437237
596,59.79179000854492,438237
597,58.8259162902832,439237
598,58.166786193847656,440237
599,59.90923309326172,440741
600,58.91477584838867,441741
601,59.035552978515625,442741
602,56.70087432861328,443741
603,59.46143341064453,444741
604,59.214820861816406,445741
605,59.64949798583984,446741
606,58.51275634765625,447741
607,59.153411865234375,448741
608,58.5527229309082,449741
609,58.57933807373047,450741
610,58.970985412597656,451741
611,59.02309036254883,452741
612,60.571044921875,453741
613,59.560096740722656,454741
614,59.876495361328125,455741
615,60.09649658203125,456741
616,59.74398040771485,457741
617,59.57607269287109,458741
618,60.8466796875,459741
619,60.526100158691406,460741
620,59.8095817565918,461741
621,59.94164276123047,462741
622,61.23848724365234,463741
623,60.934059143066406,463956
624,60.96281814575195,464956
625,61.67047882080078,465956
626,61.57246017456055,466956
627,61.2685432434082,467956
628,61.90761566162109,468956
629,60.948768615722656,469956
630,61.8179817199707,470956
631,62.31207275390625,471956
632,61.27863693237305,472956
633,62.3442268371582,473956
634,61.91557693481445,474956
635,61.96947479248047,475956
636,62.26396560668945,476956
637,62.92303466796875,477956
638,63.3911247253418,478956
639,62.28840255737305,479956
640,62.99129486083984,480956
641,65.69281768798828,481956
642,62.34760284423828,482956
643,63.40584564208984,483106
644,63.46379470825195,484106
645,63.87100982666016,485106
646,62.7923698425293,486106
647,62.59515380859375,487106
648,63.88629150390625,488106
649,63.98047637939453,489106
650,63.9349479675293,490106
651,65.2660140991211,491106
652,65.30696105957031,491205
653,64.89259338378906,492205
654,64.58000183105469,493205
655,65.2137680053711,494205
656,64.64844512939453,495205
657,64.84852600097656,496205
658,64.52291107177734,497205
659,65.5855941772461,498205
660,65.52864074707031,499205
661,65.53995513916016,500205
662,65.88676452636719,501205
663,65.55631256103516,502205
664,64.89501953125,503205
665,64.72208404541016,504205
666,64.74928283691406,505205
667,65.6503677368164,506205
668,66.7205581665039,507205
669,66.9464111328125,508205
670,66.25982666015625,509205
671,64.8260498046875,509284
672,66.6477279663086,510284
673,63.2466926574707,511284
674,67.1555404663086,512284
675,65.54410552978516,513284
676,65.25865173339844,514284
677,66.10594177246094,515284
678,66.90251159667969,516284
679,67.62754821777344,517284
680,67.16604614257812,518284
681,65.84654235839844,519284
682,66.92524719238281,520284
683,66.73301696777344,521284
684,66.26407623291016,522284
685,67.20550537109375,523284
686,67.43203735351562,524284
687,67.26495361328125,525284
688,67.3192367553711,526284
689,67.37117004394531,527284
690,67.5871353149414,528284
691,66.78524017333984,529284
692,67.24498748779297,530284
693,67.7490005493164,531284
694,67.871337890625,532284
695,66.10993957519531,533284
696,67.99310302734375,534284
697,68.55628967285156,535284
698,68.63522338867188,536284
699,68.17422485351562,537284
700,67.93407440185547,537708
701,67.55589294433594,538708
702,67.82610321044922,539708
703,68.04458618164062,540708
704,67.62567138671875,541708
705,68.15254974365234,542708
706,68.07373046875,543708
707,67.10954284667969,543910
708,67.85392761230469,544910
709,66.61231994628906,545910
710,68.1987533569336,546910
711,66.74421691894531,547910
712,66.42552185058594,548910
713,66.75008392333984,549910
714,67.44761657714844,550910
715,67.34679412841797,551910
716,67.150146484375,552910
717,67.52964782714844,553910
718,68.0273208618164,554910
719,67.22789001464844,555910
720,67.6078109741211,556910
721,67.67707061767578,557910
722,67.65251159667969,558910
723,67.39242553710938,559054
724,67.39574432373047,560054
725,67.56864929199219,561054
726,67.73064422607422,562054
727,67.3631820678711,563054
728,67.08882141113281,564054
729,67.16541290283203,565054
730,67.48124694824219,566054
731,67.14570617675781,567054
732,63.99395751953125,567172
733,67.21199035644531,568172
734,67.21695709228516,569172
735,66.44584655761719,569340
736,66.82118225097656,570340
737,66.76210021972656,571340
738,67.15991973876953,572340
739,66.951416015625,572427
740,66.362548828125,573427
741,67.79215240478516,574427
742,66.60833740234375,575427
743,65.73138427734375,576427
744,66.71955108642578,576512
745,66.98553466796875,577512
746,67.8203125,578512
747,69.82815551757812,579512
748,67.97636413574219,580512
749,67.24777221679688,581512
750,67.38126373291016,582512
751,67.78294372558594,583512
752,67.15010070800781,584512
753,68.09964752197266,585512
754,68.16715240478516,586512
755,67.84224700927734,587512
756,67.51078796386719,587616
757,68.78094482421875,588616
758,67.95188903808594,589616
759,68.19872283935547,590616
760,68.2938461303711,591616
761,67.9273452758789,592616
762,66.60480499267578,593616
763,67.46903991699219,594616
764,68.2242660522461,595616
765,68.24089813232422,595718
766,68.58706665039062,596718
767,66.5813980102539,597718
768,66.05506896972656,598718
769,68.281494140625,599718
770,68.32136535644531,599913
771,68.33045196533203,600913
772,69.03407287597656,601913
773,67.96578216552734,602913
774,68.78352355957031,603913
775,68.91800689697266,604913
776,68.49298095703125,605913
777,67.8201675415039,606913
778,68.27920532226562,607913
779,69.09793853759766,608913
780,68.04837799072266,609103
781,70.95977783203125,610103
782,68.92796325683594,611103
783,68.55033111572266,612103
784,68.05384063720703,613103
785,68.85359191894531,614103
786,68.59014129638672,615103
787,68.5669937133789,616103
788,67.98409271240234,617103
789,69.14146423339844,618103
790,69.82293701171875,619103
791,69.05134582519531,620103
792,69.42232513427734,620264
793,68.99911499023438,621264
794,69.00955963134766,622264
795,71.35319519042969,623264
796,68.86296844482422,624264
797,67.11637878417969,625264
798,68.7180404663086,626264
799,68.58453369140625,627264
800,69.6720199584961,628264
801,69.93293762207031,629264
802,69.78973388671875,630264
803,69.59317016601562,631264
804,69.44593811035156,632264
805,69.7481918334961,633264
806,69.62728118896484,634264
807,69.67457580566406,634471
808,70.64673614501953,635471
809,70.35096740722656,636471
810,70.43867492675781,637471
811,69.63834381103516,638471
812,69.31739044189453,638625
813,70.26850128173828,639625
814,69.9237060546875,640625
815,70.39656066894531,641625
816,69.4699478149414,642625
817,70.63978576660156,643625
818,70.21600341796875,644625
819,70.04772186279297,645625
820,69.89493560791016,646625
821,69.98323059082031,647625
822,71.34395599365234,648625
823,69.99613952636719,649128
824,69.00753021240234,649905
825,70.05906677246094,650905
826,69.55207061767578,651905
827,68.4438247680664,652905
828,70.16080474853516,653905
829,70.82904052734375,654905
830,70.42897033691406,655905
831,70.01642608642578,656905
832,69.88985443115234,657905
833,69.57067108154297,658905
834,69.20671081542969,659905
835,70.62770080566406,660905
836,68.11358642578125,661905
837,69.2740249633789,662905
838,69.58210754394531,663905
839,69.89984130859375,664905
840,69.54165649414062,665905
841,68.71794128417969,666905
842,69.40711975097656,667905
843,69.83150482177734,668905
844,69.4778823852539,669905
845,69.04948425292969,670905
846,69.23942565917969,671905
847,70.20826721191406,672905
848,69.42048645019531,673905
849,70.17098999023438,674905
850,70.21244812011719,675055
851,68.83580017089844,676055
852,69.87245178222656,677055
853,69.48291778564453,678055
854,69.01324462890625,679055
855,69.7210922241211,679187
856,69.19732666015625,680187
857,70.44987487792969,681187
858,69.32698822021484,682187
859,69.23515319824219,683187
860,69.17159271240234,684187
861,68.95439147949219,685187
862,69.4118881225586,685328
863,69.28340911865234,686328
864,69.87117767333984,687328
865,69.31309509277344,688328
866,69.22825622558594,689328
867,69.4029541015625,690328
868,68.88322448730469,691328
869,68.6310806274414,692328
870,68.96453857421875,693328
871,68.63383483886719,694328
872,68.87246704101562,695328
873,70.03608703613281,696328
874,68.16766357421875,697328
875,68.1083984375,698328
876,68.33431243896484,699328
877,67.94430541992188,700328
878,68.33195495605469,701328
879,68.41404724121094,702328
880,68.64521026611328,703328
881,68.03471374511719,704328
882,69.10783386230469,705328
883,68.12489318847656,706328
884,67.58663177490234,706436
885,68.19770050048828,707436
886,68.22306060791016,708436
887,68.97418212890625,709436
888,68.04731750488281,710436
889,68.29823303222656,711436
890,67.97760009765625,712436
891,67.9271240234375,713436
892,67.33753204345703,714436
893,68.43701934814453,715436
894,68.7327651977539,716436
895,67.95942687988281,717436
896,67.43721008300781,718436
897,67.72726440429688,719436
898,66.78746032714844,719525
899,67.49565124511719,719686
900,67.62100982666016,720686
901,67.89422607421875,721686
902,67.27693176269531,722686
903,67.32234954833984,723686
904,68.01463317871094,724686
905,68.15934753417969,725686
906,67.9878158569336,726686
907,66.99803924560547,727686
908,67.85147094726562,728686
909,67.7266616821289,729686
910,67.03267669677734,730686
911,67.38977813720703,731686
912,67.9115982055664,732686
913,67.24434661865234,732986
914,68.59197235107422,733986
915,68.5116195678711,734986
916,68.42508697509766,735986
917,67.8438949584961,736986
918,68.77403259277344,737986
919,67.40788269042969,738986
920,67.7750473022461,739986
921,68.79145050048828,740089
922,68.13993835449219,741089
923,68.47563171386719,741202
924,68.51239013671875,742202
925,67.7224349975586,743202
926,68.63707733154297,744202
927,68.53477478027344,745202
928,69.4781494140625,746202
929,68.96560668945312,747202
930,68.5512466430664,748202
931,69.33860778808594,749202
932,68.16770935058594,750202
933,68.8956527709961,751202
934,68.51591491699219,752202
935,68.45415496826172,753202
936,67.7243881225586,754202
937,69.34558868408203,755202
938,69.3279800415039,756202
939,69.195556640625,757202
940,69.44340515136719,758202
941,69.8239974975586,759202
942,69.90303039550781,760202
943,69.86463928222656,761202
944,68.810791015625,762202
945,68.74182891845703,763202
946,69.14486694335938,764202
947,68.72481536865234,765202
948,69.43351745605469,766202
949,68.95307922363281,767202
950,69.21809387207031,768202
951,69.63699340820312,769202
952,70.28861999511719,770202
953,69.21040344238281,771202
954,69.76744079589844,772202
955,70.55635070800781,773202
956,69.49041748046875,774202
957,68.36343383789062,775202
958,68.7577133178711,776202
959,68.77375793457031,777202
960,69.11199951171875,778202
961,69.92109680175781,778289
962,71.6705322265625,779289
963,68.73529815673828,780289
964,69.32730865478516,781289
965,70.0937728881836,782289
966,68.68284606933594,783289
967,68.84634399414062,783391
968,68.9990234375,784391
969,70.43437194824219,785391
970,69.45208740234375,786391
971,68.26023864746094,786485
972,69.61048889160156,787485
973,69.4660873413086,788485
974,69.3985595703125,789485
975,70.27498626708984,790485
976,68.58573150634766,791485
977,68.85215759277344,792485
978,68.62726593017578,793485
979,67.97884368896484,794485
980,68.93899536132812,795485
981,68.11042785644531,796485
982,68.2659912109375,797485
983,68.61908721923828,798485
984,67.91859436035156,799485
985,68.54491424560547,800485
986,69.55521392822266,800603
987,69.57799530029297,801603
988,67.4968032836914,802603
989,67.95892333984375,803603
990,66.97447204589844,804603
991,66.93760681152344,805603
992,67.1921615600586,805712
993,66.36783599853516,806712
994,66.5979995727539,807712
995,64.44158172607422,808712
996,65.2931137084961,809712
997,65.82231140136719,810712
998,65.55389404296875,811712
999,65.57147216796875,812712
1000,65.5820083618164,812821
1001,65.88741302490234,812904
1002,64.80683898925781,813904
1003,64.72267150878906,814904
1004,64.77338409423828,815904
1005,65.1688003540039,816904
1006,64.41856384277344,817904
1007,64.41404724121094,817989
1008,65.19800567626953,818989
1009,64.91920471191406,819100
1010,66.75655364990234,820100
1011,65.88444519042969,820185
1012,64.900390625,820269
1013,64.8482894897461,821269
1014,64.59333801269531,821352
1015,63.860389709472656,822352
1016,64.73094940185547,822436
1017,64.38570404052734,823436
1018,64.15665435791016,823530
1019,63.871826171875,824530
1020,63.7121467590332,825530
1021,64.27436065673828,826530
1022,63.74988555908203,826603
1023,63.94108963012695,827603
1024,63.67620849609375,828405
1025,63.59318923950195,829405
1026,65.28046417236328,829532
1027,64.4886245727539,830532
1028,63.51166915893555,831532
1029,65.3611831665039,832532
1030,64.3118667602539,833532
1031,64.10441589355469,834532
1032,63.3945541381836,835532
1033,65.3214111328125,836532
1034,63.77024459838867,837532
1035,61.4278564453125,838532
1036,64.04496002197266,839532
1037,63.47493362426758,840532
1038,63.98193359375,841532
1039,63.72126388549805,842532
1040,63.92031097412109,843532
1041,63.16135787963867,844532
1042,62.73797607421875,845532
1043,62.65727996826172,846532
1044,63.835205078125,847532
1045,63.09812545776367,848532
1046,64.81553649902344,849532
1047,64.49351501464844,850532
1048,63.85491943359375,851532
1049,63.6645736694336,852532
1050,63.64336395263672,853532
1051,63.444801330566406,853622
1052,63.659271240234375,854622
1053,63.22210693359375,855622
1054,63.014190673828125,856622
1055,64.7484359741211,857622
1056,63.33462524414063,858622
1057,63.54375076293945,859622
1058,63.27768707275391,860622
1059,64.82331848144531,861622
1060,64.40174865722656,862622
1061,63.68375778198242,863622
1062,62.78466033935547,864622
