episode,regret
101,16187.71444254486
102,6900.811298680145
103,13530.601488862749
104,9642.925806968906
105,10833.732113656088
106,7989.502527239806
107,24845.30200143909
108,267.14482323574833
109,4714.599015310298
110,9951.561440865791
111,5345.1896900335805
112,895.0614620539027
113,13576.089099616123
114,8340.16293788654
115,24949.314602374863
116,19266.67937365943
117,21878.12928105141
118,21943.702015894487
119,19296.68517079661
120,22325.981152486736
121,23878.633267591144
122,13756.188991315368
123,22648.367973436063
124,6547.293316857629
125,24932.40916613876
126,22555.70244022947
127,9794.528110441255
128,22340.030569515297
129,9674.747749903816
130,7459.120601976878
131,8986.185883658598
132,18715.012622945385
133,1596.605918049998
134,9286.77209200824
135,16377.457014653188
136,9527.982785085323
137,2057.939517201316
138,14170.86904437691
139,14578.453363740617
140,16097.72107637182
141,11882.059265091511
142,13353.666975778298
143,19134.130570885583
144,13304.920829189485
145,20692.26609914091
146,14177.4966332421
147,22884.07440180697
148,14189.479553891591
149,15462.261630775329
150,22099.371967635245
151,19642.672966167567
152,26069.884923529808
153,23311.11857036838
154,23525.34171587062
155,25364.7561525682
156,5971.650917022517
157,20974.42950823857
158,7202.153095333426
159,23930.154121081647
160,19297.866373835543
161,20526.88284396428
162,20335.16053577044
163,24338.03134001548
164,18962.801594168883
165,24339.004744317503
166,25309.57781467293
167,14050.745014095372
168,25614.68287541532
169,5536.903417724217
170,23523.342441684534
171,23140.72706722642
172,19559.37602779034
173,15319.187528600823
174,21826.65966021993
175,21721.16865611771
176,25119.66718491786
177,20585.87545491772
178,22272.81473203889
179,20734.76990351953
180,16634.476196168045
181,7088.279058477846
182,22519.77702946726
183,21450.247199937512
184,23794.6106212092
185,21409.219048057897
186,21234.211939725483
187,22169.33806939052
188,23752.635988290403
189,24183.79324642131
190,23195.49511484747
191,21139.80621549104
192,15441.4953191759
193,12717.571486576997
194,10074.056942111183
195,21477.57243435804
196,20905.567731516505
197,19029.712413251487
198,21304.150148231736
199,21206.712302589345
200,20775.94624252272
201,20988.771581690813
202,20388.151556540688
203,20326.135334291896
204,19622.12626314621
205,19694.162634284297
206,19960.932529257807
207,19904.62860591064
208,19714.13398721932
209,19729.39468512458
210,18304.45584635748
211,19749.181013384663
212,19188.361367747755
213,19599.440533915687
214,19532.85293512437
215,17803.732530038847
216,18774.733221221773
217,19312.147428271423
218,18894.23487998448
219,18836.93995093454
220,17777.401781495548
221,18357.900487653955
222,17633.1591901869
223,18426.354147236536
224,18213.22037267969
225,17620.63758966055
226,17128.90276901218
227,15903.342533330184
228,18354.57576377802
229,17965.012992956927
230,17038.675924471354
231,17673.783520389283
232,17783.82516683832
233,17858.296138908507
234,16842.311790849664
235,17183.904891954913
236,16576.84027668085
237,17211.381363512617
238,16989.15085656874
239,16366.204864749976
240,17147.740121900708
241,16781.895954513508
242,16762.891049698173
243,16161.231795188782
244,16759.53333179377
245,15977.627108388806
246,16312.15944557706
247,16505.183278268672
248,16123.048218830558
249,16054.970525836638
250,16174.161565497612
251,15462.110751710588
252,15416.252366530782
253,15474.374306205784
254,15639.783851105152
255,15833.04722842739
256,15978.507153735309
257,15106.9308135937
258,15701.569782444074
259,15869.461132467191
260,15506.07331753418
261,15652.079615799905
262,14732.58570738976
263,15249.6898556294
264,14956.202446864572
265,15153.907193307668
266,15016.28808166325
267,14793.532418342142
268,14373.86534969878
269,14337.111897775769
270,14564.0884646448
271,13818.672886947594
272,13975.92377079738
273,13781.724948212552
274,13925.103816053892
275,13830.861183981697
276,13460.329537632178
277,13396.11834991693
278,13670.381189356349
279,13351.446856122044
280,12854.501284015172
281,13946.962279828816
282,14292.489149964724
283,13947.007913603593
284,13260.393014710333
285,13255.957881920933
286,13486.797536170912
287,13442.947747067095
288,13063.151985604463
289,13029.111023620517
290,13092.51203788147
291,12695.78735884271
292,12900.232660408134
293,12585.635993659518
294,13017.553072392864
295,12578.028534751003
296,12598.410000173655
297,12833.740228887616
298,12548.45959926504
299,13019.297816697846
300,12676.600942251416
301,13228.905648867234
302,13131.383589044764
303,13232.74473790092
304,12361.906521027857
305,12769.7005160189
306,12013.661503918154
307,12165.806330629552
308,12505.757225950818
309,12069.621950938135
310,12354.684658628898
311,12113.666443994623
312,12187.596386214696
313,11441.733979411658
314,11866.684148919903
315,11645.09650269388
316,11798.078679365552
317,12209.532671269286
318,11389.008208839998
319,11946.53211949876
320,11704.073082600991
321,11940.30411673395
322,11500.91596542342
323,11650.42947152154
324,11443.75002342392
325,11567.568390884944
326,11520.06822951611
327,11577.285708422509
328,11679.363536470044
329,12026.312868358606
330,11008.066361071396
331,11284.090091537251
332,10917.298155103388
333,10913.497363346643
334,11107.627891890905
335,10870.957990592166
336,11288.75582586452
337,11309.339822978984
338,11164.442624859164
339,11513.901862637267
340,11150.822966062971
341,11136.14843642056
342,11286.67237514884
343,10941.459154065467
344,10819.065704201072
345,10599.513947464142
346,10775.336488903657
347,10845.998222752947
348,11080.94236444835
349,10757.514683205747
350,10916.91586230464
351,10799.551848684165
352,10569.75837786314
353,10594.307564412024
354,10570.12089405932
355,10739.983141557346
356,10685.679118643202
357,10037.246700205822
358,10572.384563343458
359,10235.550437236974
360,10663.989915772596
361,10403.902970160663
362,10706.706441584523
363,10480.215163091769
364,10442.431531005212
365,10567.928823302002
366,10364.524100693112
367,10539.645820269288
368,10216.209858941394
369,9998.3065076184
370,10680.54078733067
371,10301.587293089866
372,10195.506935639052
373,10218.555162338163
374,7364.965192571556
375,10401.597092699278
376,10314.374471788204
377,10723.196136637827
378,10195.631202703196
379,8359.825530088217
380,7987.844723779517
381,8025.211201245047
382,10643.122712774191
383,10083.734647024276
384,10240.416185812905
385,10152.329339810649
386,9499.461610987506
387,10149.814251489692
388,9674.784097557884
389,9159.330484125312
390,9659.1158787549
391,9930.38012595532
392,9865.693880935609
393,11289.074933021113
394,10227.760662746505
395,8672.100744035884
396,9995.32102148514
397,9671.611778501749
398,9384.89228599763
399,9958.95696697166
400,9138.26946968605
401,9253.93050294289
402,9892.558037423898
403,9078.291890895292
404,9439.012422166694
405,9052.489702685083
406,9264.258193198322
407,10134.92435188637
408,9399.92522000646
409,10083.930851521194
410,8791.117112131053
411,9195.46412416611
412,9360.658243558444
413,10020.812012012173
414,9187.39578441645
415,9367.095128838444
416,9954.718546788767
417,8846.986270442707
418,8890.557162925985
419,9176.878865288523
420,9179.703594041794
421,9358.34854768233
422,9099.747579217088
423,9232.46257661299
424,9210.979851885737
425,8980.836237590152
426,8844.99916288465
427,8538.916898311543
428,8962.129960211256
429,9097.683067241953
430,9091.26401495595
431,9564.188249655652
432,9024.80610715286
433,8965.764576687754
434,9019.629540075222
435,8825.897756090766
436,9049.009491654366
437,8582.003066169988
438,8983.21218940827
439,9383.519112434333
440,8909.263297734858
441,8767.773573250914
442,8992.504325654912
443,9100.948069590097
444,8937.996216405787
445,8914.568931684482
446,8929.225912363254
447,9305.589184927296
448,8842.69262424964
449,8823.361708703449
450,8731.130468563482
451,8759.190617130549
452,8717.142068052215
453,8852.236316861405
454,8609.001480855444
455,8779.416853618939
456,8692.38932509854
457,8794.242091812072
458,8767.22033277887
459,8616.612958542106
460,8574.510830731242
461,8743.856033997601
462,8769.34677679952
463,8756.999909119671
464,8752.8525638481
465,8752.126738099958
466,8656.857982186693
467,8636.286266249068
468,8742.267257705224
469,8729.96584615053
470,8607.974291163431
471,8633.125042582833
472,8659.56988923916
473,8569.37283514265
474,8584.223093955168
475,8554.978460108805
476,8590.520014124859
477,8646.574944309685
478,8656.595422471606
479,8486.58028804954
480,8456.304275501683
481,8616.372440201505
482,8554.644771439302
483,8577.103142192183
484,8586.679096085296
485,8573.780933018561
486,8409.79279850869
487,8561.548457737801
488,8473.675483949357
489,8471.842977741675
490,8532.182103934863
491,8559.322041972355
492,8430.393776173622
493,8564.948714606786
494,8485.291766871522
495,8517.24554383042
496,8457.71059607742
497,8517.293552130945
498,8393.405356713934
499,8536.790534602687
