episode,absolute error
185,15107.485578150989
186,11946.078462054016
187,20228.67453317581
188,21873.78079709103
189,16946.513497221567
190,17498.491040848417
191,18507.66532250544
192,20536.09212904449
193,4422.5375484642445
194,14147.531559186233
195,16038.911732511957
196,20850.65535455323
197,18508.76057707653
198,17582.45796616177
199,21425.847983366777
200,16040.011190794195
201,8656.96524829617
202,20793.1376444776
203,9190.029061185356
204,19511.34420191728
205,16769.66467787354
206,12378.950489923594
207,19408.38522948317
208,14122.42996351813
209,19545.638582699383
210,14084.950094081618
211,18669.725254934616
212,9198.497789079443
213,19756.55989128169
214,18555.050888308226
215,18884.72525298419
216,20177.120149061942
217,18451.885641493456
218,17631.825596402094
219,19546.318245069604
220,18298.95152801125
221,17621.152789129203
222,19291.159292559907
223,18485.535638059937
224,18615.96394296277
225,17987.955052720605
226,16567.368132106523
227,17302.945498408153
228,17724.543208876326
229,18863.355595436235
230,14652.549993116198
231,19565.79084528708
232,15881.304817199183
233,17554.030135186815
234,14674.822363247597
235,16328.949874063332
236,17083.80975733445
237,16347.826138748476
238,17609.994404860612
239,18649.44219826412
240,15523.697921997871
241,16190.185721237303
242,15785.333626786443
243,15912.176341342456
244,15347.81037243709
245,15594.261542064572
246,15775.423379436425
247,12107.219030802817
248,15552.780590138382
249,15042.095293614091
250,14688.18057111204
251,15433.561632273304
252,15591.094414520068
253,14788.423577618856
254,14502.974024180234
255,15185.845942349417
256,15438.808037475956
257,14897.26832126624
258,13990.413953860698
259,14435.333585015553
260,15335.297133649923
261,14809.334895902275
262,15697.281536950724
263,14839.536277867695
264,13915.57744814453
265,13992.106459302737
266,13800.637303469495
267,14025.745578786382
268,13770.29939887773
269,14835.230908958209
270,13487.80547564642
271,13208.207197746717
272,13540.196060861308
273,14227.088398138923
274,14490.382731297012
275,13345.771512359426
276,13515.609902927132
277,13524.108663815148
278,12947.603002945443
279,13098.955843216943
280,13164.263024655504
281,13332.091724660691
282,12893.168108607902
283,14257.60658552801
284,13356.717481039368
285,13119.749330761048
286,12979.148472778355
287,14508.46292514064
288,12901.881294875002
289,13832.447656886929
290,12790.153054685206
291,13504.412610318126
292,14552.31730326389
293,12705.171527660768
294,13200.51258830466
295,12393.41667673716
296,12301.756955484783
297,12123.996610529452
298,12348.398934403574
299,11985.751171226882
300,12732.39004767581
301,12664.742171077593
302,13162.186239475015
303,14536.44639297216
304,12652.107737574028
305,12045.235528978012
306,12189.431602079982
307,11721.35479978168
308,11935.929649962598
309,12640.35028177423
310,11522.374015778609
311,11481.18500024746
312,11467.777374464986
313,11636.019846192978
314,11426.877748691346
315,11342.989205586
316,11305.942931760825
317,11091.731017252416
318,11324.954103586346
319,10994.458942701953
320,11171.057658522925
321,11569.351310803851
322,11317.689653465612
323,10935.590610604146
324,10873.17231984883
325,10965.64884393122
326,11226.963029640026
327,10998.017733378996
328,11316.67725619629
329,10920.170135050395
330,11004.532565688776
331,11078.061533915525
332,10934.368134643832
333,10991.740537721624
334,10755.47950187615
335,10583.418582426462
336,10658.324317693752
337,10791.294363612593
338,10737.69008328259
339,10494.387871658742
340,10684.433398565348
341,10423.70685705981
342,10442.67369990471
343,10273.910591652855
344,10585.768745260735
345,10416.113337371502
346,10515.799931727885
347,10350.965218379022
348,10774.766761444478
349,10341.930899533094
350,10631.923660452148
351,10477.664283654602
352,10580.119505784962
353,10386.88676939486
354,10026.815311090806
355,10353.060425313775
356,10281.819530627685
357,10363.319745936198
358,10029.512693163388
359,9869.84680584521
360,9992.540965302163
361,9931.466019091356
362,9660.201273100423
363,10161.838626664032
364,10006.615294337656
365,10822.010620245506
366,9889.643269220724
367,10013.926892013194
368,9918.269297493383
369,9973.438396834716
370,10799.846677070276
371,9861.145718807453
372,9690.654664176716
373,9650.623523868286
374,10133.476879352043
375,9698.03176447113
376,10453.759710924243
377,9967.213062667231
378,9708.760439592716
379,9796.911587928713
380,25301.686094533023
381,9777.336501748272
382,9531.513451367597
383,9678.134847841266
384,9243.355298434695
385,9548.05318777805
386,9619.623184678412
387,9469.845083902872
388,9456.844345410207
389,9595.370185303496
390,9079.637585718998
391,9538.49182877845
392,9394.336995362522
393,9449.493195486068
394,9308.894843142183
395,9404.414469814104
396,9233.96131250024
397,9302.762596615685
398,9436.96378877748
399,9415.928210564176
400,9133.62961500779
401,9343.828006446636
402,9264.898811418865
403,9270.604773497962
404,9337.008764426468
405,8924.739015914198
406,9121.705034324195
407,9324.084797296448
408,8931.695567216073
409,9306.812950228545
410,9107.817153381997
411,9234.105577936032
412,9257.918593383218
413,9373.634838794795
414,9114.438718628628
415,9273.945378061831
416,9162.555392101352
417,9059.189035602494
418,8934.480059950874
419,9156.564001783889
420,9057.525556893494
421,8995.218558695975
422,8994.30726690136
423,9035.801293004912
424,8847.686035565197
425,8935.670890695697
426,8892.664850677073
427,8939.576432875794
428,8994.421050061499
429,8977.551193356427
430,8896.96576253461
431,9007.758616675548
432,8722.885938528318
433,9036.371713705941
434,8894.126569424856
435,8812.887734893038
436,8957.07569592406
437,8909.735522774707
438,8826.95213164961
439,8924.090607532753
440,8854.854870962443
441,8833.603444256963
442,8807.754414715948
443,8784.397520477229
444,8774.659532085809
445,8858.331032951983
446,8772.128555373563
447,8780.457523526444
448,8702.314948021865
449,8646.40046489467
450,8597.146182749442
451,8705.102672710918
452,8706.329804139203
453,8722.220896437675
454,8841.19747511012
455,8715.08927984721
456,8753.952927308148
457,8542.59238685513
458,8624.501071715926
459,8766.885606687496
460,8641.36208303298
461,8688.913874571555
462,8658.83001463825
463,8717.52999917124
464,8633.319887476908
465,8691.314683035891
466,8757.871835023014
467,8585.381839685828
468,8547.07528639409
469,8628.238992417895
470,8677.314490738107
471,8607.074490810173
472,8524.0916237583
473,8669.408220559524
474,8464.062093697337
475,8496.496177129755
476,8418.582717540055
477,8546.085449943228
478,8437.372061175
479,8575.676521708785
480,8602.599889367762
481,8493.236966176366
482,8595.626174428138
483,8561.621075365007
484,8566.580666464766
485,8534.131067343447
486,8373.617004977803
487,8540.39624220917
488,8560.662301015256
489,8524.830606528016
490,8454.126070755812
491,8345.631051768483
492,8426.109844430728
493,8525.484379356585
494,8365.062297273253
495,8549.950633753848
496,8408.083599095893
497,8379.426135020707
498,8484.015176765897
499,8326.628991225385
