episode,avg_q,step
130,0.556167483329773,103843
131,0.1514955312013626,104842
132,-0.3669740259647369,105785
133,-0.0471440330147743,106284
134,0.1511105746030807,107283
135,0.3044210374355316,108282
136,0.0179977659136056,108662
137,-0.1106472462415695,109661
138,-0.195407748222351,110562
139,-0.388353943824768,111561
140,0.3377314507961273,112560
141,-0.1130498498678207,113559
142,0.0004314064863137,113969
143,0.0590594299137592,114968
144,-0.3773130178451538,115967
145,-0.1688319891691208,116808
146,-0.1477821320295334,117030
147,-0.0953933596611023,118029
148,0.2210250198841095,118317
149,0.1300916224718094,119294
150,-0.2931129038333893,119878
151,0.0158039573580026,120877
152,0.0720084831118583,121876
153,0.1150951832532882,122597
154,0.0887015759944915,123570
155,-1.3238006830215454,124569
156,-1.2382960319519043,124968
157,0.1436721831560135,125615
158,-0.1041430011391639,125834
159,-0.7081573605537415,126343
160,-0.4579672813415527,127342
161,-0.1833928823471069,128341
162,-0.3592887818813324,129340
163,-0.0532735362648963,130263
164,0.0910247936844825,131262
165,0.0764261707663536,132261
166,0.5294481515884399,133260
167,0.5163063406944275,134259
168,-0.1780191957950592,135258
169,-0.4215622842311859,136257
170,-0.7096807956695557,137256
171,0.3782159686088562,138255
172,-0.0413861982524395,139254
173,0.741219162940979,140253
174,0.0734786987304687,141252
175,1.3228027820587158,142251
176,1.1124950647354126,142916
177,0.1985048502683639,143915
178,1.9026867151260376,144914
179,1.9249241352081297,145913
180,3.269852876663208,146912
181,1.6426610946655271,147574
182,1.129281759262085,148573
183,0.2609054446220398,149572
184,1.539739966392517,150571
185,2.911987781524658,151570
186,1.0379242897033691,151838
187,1.397287368774414,152837
188,2.9100353717803955,153836
189,-2.254063606262207,154835
190,1.7492927312850952,155834
191,1.7601187229156494,156833
192,2.9282476902008057,157832
193,-0.8360322117805481,158446
194,3.5321431159973145,159445
195,2.0837855339050293,159581
196,4.187123775482178,159700
197,2.091888427734375,160613
198,5.167681217193604,161612
199,5.2364349365234375,161985
200,3.565687894821167,162436
201,3.337630033493042,163435
202,4.9503021240234375,164434
203,5.35064697265625,165433
204,5.207016944885254,166432
205,7.164666175842285,167389
206,4.973890781402588,167693
207,6.527220249176025,168372
208,4.650172233581543,168969
209,7.645727634429932,169968
210,6.087024211883545,170967
211,4.069735527038574,171966
212,6.677676200866699,172965
213,6.393526554107666,173964
214,4.621994495391846,174963
215,5.791850566864014,175962
216,4.998109340667725,176961
217,7.085018157958984,177673
218,6.847458839416504,178672
219,8.206981658935547,179409
220,10.240189552307127,179801
221,7.7310471534729,180800
222,6.271503925323486,181799
223,10.114049911499023,182643
224,10.77847385406494,183642
225,8.669964790344238,184065
226,4.267455577850342,185064
227,6.953899383544922,185815
228,7.486486911773682,186814
229,6.587249755859375,187813
230,8.104085922241211,188812
231,7.009154319763184,189811
232,7.952038764953613,190810
233,10.951847076416016,191210
234,8.383793830871582,192209
235,7.384030342102051,193208
236,9.834336280822754,194207
237,11.330785751342772,195206
238,8.176010131835938,196205
239,10.908252716064451,197108
240,10.3746976852417,197523
241,7.6667985916137695,197661
242,9.710485458374023,198660
243,13.211877822875977,199448
244,9.239153861999512,200250
245,9.97581672668457,201249
246,10.196988105773926,202248
247,11.488635063171388,202411
248,13.214971542358398,203410
249,10.528570175170898,204409
250,14.310229301452637,205408
251,11.134062767028809,206226
252,9.747002601623535,206632
253,13.343780517578123,207631
254,12.79155158996582,208630
255,13.118677139282228,209629
256,11.616510391235352,210267
257,10.937994003295898,211266
258,11.335257530212402,212265
259,14.235588073730469,213264
260,14.125909805297852,213737
261,12.388992309570312,214352
262,14.309232711791992,214659
263,13.249224662780762,215211
264,16.11344337463379,216210
265,16.481054306030273,217209
266,14.178125381469728,218208
267,14.384732246398926,219207
268,17.151704788208008,220206
269,17.12872314453125,221205
270,15.895851135253906,222204
271,19.9401912689209,223203
272,16.022741317749023,224202
273,16.833765029907227,224715
274,17.723339080810547,225243
275,17.473194122314453,225380
276,17.804046630859375,225654
277,15.925982475280762,226653
278,18.41867446899414,227652
279,23.733545303344727,228270
280,16.4211368560791,229269
281,22.80614852905273,230268
282,19.71323776245117,231267
283,22.19377517700196,232266
284,21.678375244140625,233265
285,23.32430076599121,234264
286,21.19712448120117,235263
287,28.161540985107425,236262
288,27.893280029296875,237261
289,29.71477699279785,238253
290,23.42073440551757,238859
291,27.730457305908203,239858
292,26.8515739440918,240553
293,27.153430938720703,241552
294,25.37599754333496,242484
295,28.54266929626465,243483
296,28.7134952545166,244438
297,29.963184356689453,245437
298,27.988754272460938,246436
299,31.31449508666992,247435
300,25.03826332092285,248434
301,31.66088485717773,249433
302,30.580615997314453,250432
303,30.696430206298828,251431
304,32.0333137512207,251962
305,36.68128967285156,252961
306,21.60651588439941,253767
307,29.40314292907715,254054
308,34.1163215637207,254158
309,30.558155059814453,254499
310,32.599266052246094,254658
311,27.60076904296875,254772
312,25.173969268798828,254872
313,26.803451538085938,254965
314,20.79974937438965,255080
315,31.434703826904297,255202
316,28.9240665435791,255310
317,24.311996459960938,255590
318,33.39735794067383,255701
319,27.899938583374023,256034
320,21.836078643798828,256150
321,32.238563537597656,256793
322,25.36200714111328,256905
323,32.5335578918457,257020
324,37.761138916015625,257138
325,26.349498748779297,257244
326,29.07149887084961,257356
327,25.1418514251709,257461
328,31.58540344238281,257573
329,31.103221893310547,257693
330,34.88690948486328,257834
331,31.43777847290039,257941
332,30.995229721069336,258057
333,32.54215621948242,258175
334,32.0303840637207,258252
335,32.13852310180664,258671
336,30.71698570251465,259670
337,30.26178359985352,260067
338,32.01856231689453,260185
339,33.79352569580078,260576
340,31.18400955200196,260692
341,27.8642692565918,261691
342,27.8422794342041,262122
343,31.81073570251465,262189
344,28.85288429260254,262305
345,33.25886917114258,262373
346,34.414939880371094,262440
347,27.49251174926757,262595
348,32.01679611206055,262743
349,32.74626541137695,263580
350,26.58331298828125,263723
351,30.339298248291016,263848
352,36.819618225097656,263923
353,36.7778205871582,264015
354,29.969715118408203,264246
355,33.96385192871094,264332
356,38.254878997802734,264437
357,38.42525100708008,264647
358,37.2264518737793,264801
359,34.28486251831055,264944
360,28.71664428710937,265038
361,42.395904541015625,265559
362,32.60175704956055,265699
363,35.860679626464844,266025
364,29.894689559936523,266094
365,36.87824630737305,266242
366,43.12239456176758,266382
367,29.443017959594727,266538
368,33.43889617919922,266959
369,38.21478271484375,267087
370,41.77800369262695,267623
371,40.962982177734375,268020
372,43.13541412353516,268087
373,42.19267654418945,268220
374,39.97373580932617,268404
375,41.33953857421875,268475
376,38.4431037902832,268585
377,36.24334716796875,268834
378,42.41130447387695,269144
379,33.824501037597656,269212
380,50.136993408203125,269404
381,42.56350326538086,269541
382,49.15052795410156,269607
383,45.01122283935547,269676
384,51.783164978027344,269884
385,40.23815155029297,269953
386,41.28221893310547,270028
387,48.44938659667969,270445
388,48.95313262939453,271165
389,51.23366165161133,271321
390,51.69926834106445,271393
391,51.87462615966797,272163
392,54.06006622314453,272426
393,51.47685623168945,272592
394,54.15423583984375,272809
395,56.83111572265625,272995
396,50.08025360107422,273162
397,64.28267669677734,273647
398,57.623291015625,273719
399,55.545936584472656,273852
400,61.4123649597168,273985
401,62.31825637817383,274218
402,64.63042449951172,274498
403,65.16127014160156,275497
404,68.30363464355469,275627
405,69.12248229980469,275709
406,64.61125183105469,276026
407,69.6019058227539,276477
408,70.19367980957031,276596
409,69.08213806152344,276893
410,66.84925842285156,277023
411,76.28282165527344,277094
412,74.1436996459961,277190
413,71.66685485839844,277258
414,77.08950805664062,277338
415,74.24937438964844,277479
416,67.4579086303711,277635
417,70.08106231689453,277778
418,70.42939758300781,277924
419,69.0011215209961,278089
420,83.72490692138672,278518
421,79.88818359375,278618
422,79.73957061767578,278792
423,79.77262115478516,278996
424,79.40127563476562,279376
425,91.0659408569336,280375
426,86.39093017578125,280746
427,85.51184844970703,280864
428,95.314697265625,280995
429,93.0275421142578,281061
430,87.65283966064453,281141
431,92.6412353515625,281222
432,94.48141479492188,281365
433,90.0142593383789,281478
434,94.23991394042967,281647
435,92.23779296875,281830
436,95.28518676757812,281899
437,97.64634704589844,281975
438,98.30982971191406,282044
439,94.50101470947266,282144
440,98.5416259765625,282275
441,95.0174331665039,282414
442,104.1737289428711,282651
443,99.8681869506836,282718
444,85.77538299560547,282812
445,108.37095642089844,282940
446,99.7103500366211,283012
447,109.2078628540039,283214
448,101.00868225097656,283351
449,106.90921783447266,283497
450,100.35881042480467,283700
451,106.91165924072266,283824
452,105.2955093383789,284128
453,109.87687683105467,284199
454,109.1291732788086,284332
455,110.6359634399414,284743
456,106.26921081542967,284828
457,110.40157318115234,284978
458,107.10289001464844,285045
459,107.24853515625,285249
460,118.51893615722656,285452
461,117.31779479980467,285670
462,124.84382629394533,285790
463,125.49699401855467,286084
464,126.74635314941406,286161
465,117.04622650146484,286277
466,121.3416748046875,287081
467,134.7119598388672,287223
468,133.5270233154297,287419
469,132.66818237304688,288062
470,140.5897979736328,288232
471,132.8079376220703,288301
472,149.50302124023438,288375
473,144.3092041015625,289137
474,141.9613800048828,289280
475,153.68435668945312,289519
476,159.5263671875,289665
477,145.4654083251953,289799
478,155.1568603515625,289870
479,161.91383361816406,289954
480,162.35757446289062,290036
481,169.28274536132812,290178
482,168.16017150878906,290412
483,146.04344177246094,290501
484,164.51210021972656,290573
485,161.19419860839844,290645
486,168.112060546875,290822
487,164.7638397216797,290922
488,168.0987091064453,290995
489,165.76028442382812,291068
490,170.59136962890625,291335
491,183.66294860839844,292334
492,188.31301879882807,292574
493,198.05490112304688,293573
494,197.57711791992188,293646
495,191.35104370117188,293723
496,203.17501831054688,294260
497,195.8081970214844,294330
498,199.5942230224609,294413
499,203.24832153320312,294484
